t_resolution                            - 0.01
accuracy                                - 3

u                                       - 94.44
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 0.045
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
2.38	35.171	11.121	-18.842	-3.592	10.525	34.171	52.039	-0.159	0.05	-0.151	-8.688	-3.35
2.39	35.135	11.114	-19.33	-3.679	10.487	34.135	52.144	-0.159	0.051	-0.15	-8.661	-3.337
2.4	35.098	11.115	-19.799	-3.765	10.458	34.098	52.249	-0.159	0.052	-0.15	-8.634	-3.325
2.41	35.06	11.116	-20.287	-3.854	10.426	34.06	52.354	-0.159	0.054	-0.149	-8.606	-3.315
2.42	35.021	11.117	-20.775	-3.943	10.394	34.021	52.458	-0.159	0.055	-0.149	-8.577	-3.305
2.43	34.982	11.118	-21.263	-4.032	10.361	33.982	52.562	-0.159	0.056	-0.148	-8.549	-3.295
2.44	34.942	11.121	-21.751	-4.121	10.329	33.942	52.666	-0.159	0.058	-0.148	-8.52	-3.285
2.45	34.901	11.126	-22.238	-4.211	10.299	33.901	52.769	-0.159	0.059	-0.147	-8.491	-3.277
2.46	34.859	11.13	-22.673	-4.29	10.27	33.859	52.872	-0.159	0.06	-0.147	-8.466	-3.269
2.47	34.816	11.134	-23.107	-4.369	10.24	33.816	52.975	-0.159	0.061	-0.147	-8.44	-3.261
2.48	34.772	11.138	-23.542	-4.449	10.211	33.772	53.077	-0.159	0.062	-0.146	-8.414	-3.252
2.49	34.728	11.143	-23.977	-4.528	10.181	33.728	53.179	-0.159	0.064	-0.146	-8.388	-3.244
2.5	34.683	11.149	-24.411	-4.608	10.152	33.683	53.281	-0.159	0.065	-0.146	-8.362	-3.236
2.51	34.637	11.157	-24.845	-4.688	10.124	33.637	53.383	-0.16	0.066	-0.145	-8.336	-3.229
2.52	34.59	11.158	-25.304	-4.769	10.087	33.59	53.484	-0.16	0.067	-0.145	-8.309	-3.22
2.53	34.542	11.162	-25.738	-4.847	10.055	33.542	53.585	-0.16	0.068	-0.144	-8.284	-3.21
2.54	34.494	11.17	-26.172	-4.927	10.025	33.494	53.686	-0.16	0.069	-0.144	-8.258	-3.201
2.55	34.445	11.173	-26.632	-5.008	9.988	33.445	53.786	-0.16	0.071	-0.144	-8.231	-3.192
2.56	34.395	11.181	-27.065	-5.088	9.957	33.395	53.886	-0.16	0.072	-0.143	-8.205	-3.183
2.57	34.344	11.185	-27.525	-5.169	9.919	33.344	53.986	-0.16	0.073	-0.143	-8.178	-3.173
2.58	34.292	11.196	-27.958	-5.249	9.889	33.292	54.085	-0.161	0.074	-0.142	-8.152	-3.165
2.59	34.239	11.205	-28.417	-5.332	9.855	33.239	54.184	-0.161	0.075	-0.142	-8.123	-3.157
2.6	34.186	11.222	-28.849	-5.415	9.829	33.186	54.283	-0.161	0.077	-0.142	-8.096	-3.151
2.61	34.132	11.237	-29.309	-5.501	9.799	33.132	54.381	-0.162	0.078	-0.142	-8.065	-3.146
2.62	34.077	11.252	-29.768	-5.586	9.767	33.077	54.479	-0.162	0.079	-0.141	-8.036	-3.14
2.63	34.021	11.262	-30.178	-5.661	9.735	33.021	54.577	-0.162	0.081	-0.141	-8.009	-3.134
2.64	33.964	11.273	-30.637	-5.745	9.699	32.964	54.674	-0.163	0.082	-0.141	-7.981	-3.125
2.65	33.907	11.285	-31.097	-5.829	9.664	32.907	54.771	-0.163	0.083	-0.14	-7.952	-3.117
2.66	33.849	11.294	-31.508	-5.902	9.629	32.849	54.868	-0.163	0.084	-0.14	-7.926	-3.109
2.67	33.79	11.316	-31.937	-5.986	9.603	32.79	54.964	-0.164	0.086	-0.14	-7.898	-3.103
2.68	33.73	11.335	-32.347	-6.065	9.576	32.73	55.06	-0.164	0.087	-0.14	-7.868	-3.1
2.69	33.669	11.352	-32.757	-6.143	9.547	32.669	55.156	-0.165	0.088	-0.139	-7.84	-3.096
2.7	33.608	11.368	-33.168	-6.22	9.516	32.608	55.251	-0.165	0.089	-0.139	-7.812	-3.091
2.71	33.546	11.384	-33.578	-6.296	9.484	32.546	55.346	-0.166	0.091	-0.139	-7.784	-3.085
2.72	33.483	11.4	-33.989	-6.373	9.452	32.483	55.441	-0.166	0.092	-0.139	-7.756	-3.079
2.73	33.419	11.416	-34.4	-6.45	9.42	32.419	55.536	-0.167	0.093	-0.138	-7.728	-3.072
2.74	33.354	11.434	-34.81	-6.527	9.388	32.354	55.63	-0.167	0.094	-0.138	-7.7	-3.066
2.75	33.289	11.453	-35.221	-6.606	9.357	32.289	55.724	-0.168	0.096	-0.138	-7.671	-3.061
2.76	33.223	11.475	-35.631	-6.685	9.327	32.223	55.818	-0.168	0.097	-0.138	-7.642	-3.056
2.77	33.156	11.5	-36.041	-6.766	9.299	32.156	55.911	-0.169	0.099	-0.137	-7.611	-3.053
2.78	33.088	11.521	-36.405	-6.838	9.273	32.088	56.004	-0.17	0.1	-0.137	-7.582	-3.051
2.79	33.02	11.54	-36.769	-6.908	9.244	32.02	56.097	-0.17	0.101	-0.137	-7.555	-3.047
2.8	32.951	11.563	-37.179	-6.988	9.213	31.951	56.189	-0.171	0.102	-0.137	-7.525	-3.042
2.81	32.881	11.584	-37.543	-7.059	9.185	31.881	56.281	-0.172	0.104	-0.137	-7.497	-3.039
2.82	32.81	11.604	-37.907	-7.129	9.156	31.81	56.373	-0.172	0.105	-0.137	-7.469	-3.035
2.83	32.739	11.623	-38.271	-7.199	9.125	31.739	56.465	-0.173	0.106	-0.136	-7.442	-3.03
2.84	32.667	11.642	-38.636	-7.269	9.094	31.667	56.556	-0.173	0.107	-0.136	-7.415	-3.024
2.85	32.594	11.661	-39.0	-7.338	9.062	31.594	56.647	-0.174	0.109	-0.136	-7.388	-3.019
2.86	32.521	11.68	-39.365	-7.408	9.03	31.521	56.738	-0.175	0.11	-0.136	-7.361	-3.013
2.87	32.447	11.7	-39.729	-7.478	8.999	31.447	56.828	-0.175	0.111	-0.135	-7.333	-3.007
2.88	32.372	11.722	-40.093	-7.549	8.967	31.372	56.918	-0.176	0.112	-0.135	-7.305	-3.002
2.89	32.297	11.746	-40.457	-7.622	8.937	31.297	57.008	-0.176	0.114	-0.135	-7.276	-2.998
2.9	32.221	11.772	-40.821	-7.696	8.909	31.221	57.097	-0.177	0.115	-0.135	-7.246	-2.994
2.91	32.144	11.801	-41.185	-7.771	8.881	31.144	57.186	-0.178	0.116	-0.135	-7.215	-2.992
2.92	32.066	11.826	-41.506	-7.837	8.856	31.066	57.275	-0.179	0.118	-0.135	-7.187	-2.991
2.93	31.988	11.855	-41.869	-7.912	8.828	30.988	57.364	-0.179	0.119	-0.134	-7.156	-2.987
2.94	31.909	11.88	-42.19	-7.979	8.802	30.909	57.452	-0.18	0.12	-0.134	-7.127	-2.986
2.95	31.829	11.91	-42.554	-8.054	8.773	30.829	57.54	-0.181	0.122	-0.134	-7.095	-2.982
2.96	31.748	11.937	-42.875	-8.122	8.748	30.748	57.628	-0.182	0.123	-0.134	-7.065	-2.981
2.97	31.667	11.961	-43.196	-8.188	8.72	30.667	57.715	-0.183	0.124	-0.134	-7.037	-2.979
2.98	31.585	11.983	-43.518	-8.251	8.69	30.585	57.802	-0.184	0.126	-0.134	-7.009	-2.974
2.99	31.502	12.012	-43.88	-8.326	8.658	30.502	57.889	-0.184	0.127	-0.134	-6.979	-2.969
3.0	31.419	12.04	-44.202	-8.394	8.631	30.419	57.976	-0.185	0.128	-0.134	-6.948	-2.967
3.01	31.335	12.067	-44.523	-8.461	8.603	30.335	58.062	-0.186	0.13	-0.133	-6.919	-2.964
3.02	31.25	12.093	-44.845	-8.528	8.574	30.25	58.148	-0.187	0.131	-0.133	-6.889	-2.961
3.03	31.165	12.119	-45.166	-8.594	8.544	30.165	58.234	-0.188	0.132	-0.133	-6.86	-2.957
3.04	31.079	12.145	-45.488	-8.661	8.514	30.079	58.319	-0.188	0.134	-0.133	-6.83	-2.953
3.05	30.992	12.172	-45.81	-8.727	8.484	29.992	58.404	-0.189	0.135	-0.133	-6.801	-2.949
3.06	30.905	12.2	-46.131	-8.795	8.454	29.905	58.489	-0.19	0.136	-0.133	-6.771	-2.945
3.07	30.817	12.229	-46.453	-8.864	8.425	29.817	58.574	-0.191	0.138	-0.132	-6.74	-2.942
3.08	30.728	12.26	-46.774	-8.933	8.396	29.728	58.658	-0.192	0.139	-0.132	-6.708	-2.938
3.09	30.639	12.293	-47.095	-9.004	8.369	29.639	58.742	-0.193	0.141	-0.132	-6.675	-2.936
3.1	30.549	12.319	-47.378	-9.065	8.342	29.549	58.826	-0.194	0.142	-0.132	-6.645	-2.935
3.11	30.458	12.348	-47.699	-9.133	8.311	29.458	58.909	-0.195	0.143	-0.132	-6.615	-2.93
3.12	30.367	12.38	-48.02	-9.203	8.281	29.367	58.992	-0.196	0.145	-0.132	-6.582	-2.926
3.13	30.275	12.407	-48.303	-9.264	8.253	29.275	59.075	-0.197	0.146	-0.132	-6.552	-2.924
3.14	30.182	12.438	-48.624	-9.333	8.221	29.182	59.158	-0.198	0.148	-0.131	-6.521	-2.919
3.15	30.089	12.464	-48.907	-9.393	8.192	29.089	59.24	-0.199	0.149	-0.131	-6.491	-2.916
3.16	29.995	12.495	-49.228	-9.462	8.16	28.995	59.322	-0.199	0.15	-0.131	-6.46	-2.911
3.17	29.9	12.521	-49.511	-9.523	8.13	28.9	59.404	-0.2	0.152	-0.131	-6.43	-2.907
3.18	29.805	12.553	-49.832	-9.592	8.097	28.805	59.485	-0.201	0.153	-0.131	-6.398	-2.902
3.19	29.709	12.581	-50.115	-9.654	8.068	28.709	59.566	-0.202	0.154	-0.13	-6.367	-2.899
3.2	29.613	12.606	-50.399	-9.713	8.035	28.613	59.647	-0.203	0.156	-0.13	-6.338	-2.893
3.21	29.516	12.638	-50.719	-9.782	8.001	28.516	59.727	-0.204	0.157	-0.13	-6.306	-2.887
3.22	29.418	12.667	-51.003	-9.845	7.971	28.418	59.807	-0.205	0.159	-0.13	-6.275	-2.883
3.23	29.32	12.694	-51.287	-9.905	7.939	28.32	59.887	-0.206	0.16	-0.13	-6.245	-2.878
3.24	29.221	12.719	-51.571	-9.963	7.905	28.221	59.966	-0.207	0.161	-0.129	-6.216	-2.872
3.25	29.121	12.75	-51.811	-10.021	7.883	28.121	60.045	-0.208	0.163	-0.129	-6.188	-2.87
3.26	29.021	12.779	-52.095	-10.083	7.851	28.021	60.124	-0.209	0.164	-0.129	-6.156	-2.865
3.27	28.92	12.807	-52.379	-10.144	7.818	27.92	60.202	-0.21	0.165	-0.129	-6.126	-2.859
3.28	28.819	12.834	-52.663	-10.204	7.784	27.819	60.28	-0.21	0.167	-0.128	-6.095	-2.853
3.29	28.717	12.868	-52.902	-10.264	7.762	27.717	60.358	-0.211	0.168	-0.128	-6.066	-2.851
3.3	28.614	12.902	-53.186	-10.329	7.731	27.614	60.436	-0.212	0.17	-0.128	-6.032	-2.847
3.31	28.511	12.936	-53.47	-10.394	7.7	27.511	60.513	-0.214	0.171	-0.128	-5.998	-2.844
3.32	28.407	12.97	-53.754	-10.46	7.669	27.407	60.59	-0.215	0.173	-0.128	-5.963	-2.839
3.33	28.302	12.994	-54.005	-10.513	7.637	27.302	60.667	-0.216	0.174	-0.128	-5.933	-2.835
3.34	28.197	13.027	-54.243	-10.571	7.612	27.197	60.743	-0.217	0.175	-0.127	-5.905	-2.831
3.35	28.091	13.061	-54.527	-10.637	7.58	27.091	60.819	-0.218	0.177	-0.127	-5.87	-2.826
3.36	27.985	13.086	-54.778	-10.69	7.547	26.985	60.895	-0.219	0.178	-0.127	-5.84	-2.822
3.37	27.878	13.12	-55.016	-10.749	7.522	26.878	60.971	-0.22	0.18	-0.127	-5.81	-2.818
3.38	27.771	13.145	-55.267	-10.803	7.49	26.771	61.046	-0.221	0.181	-0.127	-5.78	-2.813
3.39	27.663	13.18	-55.504	-10.863	7.465	26.663	61.121	-0.222	0.182	-0.126	-5.749	-2.809
3.4	27.554	13.207	-55.756	-10.917	7.432	26.554	61.196	-0.223	0.184	-0.126	-5.718	-2.804
3.41	27.445	13.244	-55.993	-10.979	7.408	26.445	61.27	-0.224	0.185	-0.126	-5.686	-2.801
3.42	27.335	13.274	-56.244	-11.036	7.375	26.335	61.344	-0.225	0.187	-0.126	-5.653	-2.796
3.43	27.225	13.303	-56.449	-11.087	7.352	26.225	61.418	-0.226	0.188	-0.126	-5.624	-2.794
3.44	27.114	13.332	-56.654	-11.137	7.329	26.114	61.492	-0.227	0.189	-0.126	-5.596	-2.791
3.45	27.003	13.361	-56.859	-11.188	7.305	26.003	61.565	-0.228	0.19	-0.125	-5.567	-2.788
3.46	26.891	13.391	-57.064	-11.239	7.281	25.891	61.638	-0.229	0.192	-0.125	-5.539	-2.785
3.47	26.779	13.421	-57.269	-11.29	7.257	25.779	61.711	-0.23	0.193	-0.125	-5.509	-2.782
3.48	26.666	13.452	-57.473	-11.342	7.233	25.666	61.784	-0.231	0.194	-0.125	-5.48	-2.779
3.49	26.553	13.484	-57.678	-11.395	7.209	25.553	61.856	-0.232	0.196	-0.125	-5.45	-2.776
3.5	26.439	13.517	-57.883	-11.448	7.186	25.439	61.928	-0.233	0.197	-0.125	-5.419	-2.774
3.51	26.325	13.551	-58.087	-11.503	7.163	25.325	62.0	-0.234	0.199	-0.125	-5.387	-2.772
3.52	26.21	13.586	-58.292	-11.558	7.141	25.21	62.072	-0.236	0.2	-0.125	-5.354	-2.77
3.53	26.094	13.623	-58.497	-11.615	7.119	25.094	62.143	-0.237	0.202	-0.125	-5.32	-2.769
3.54	25.978	13.661	-58.701	-11.673	7.097	24.978	62.214	-0.238	0.203	-0.125	-5.285	-2.768
3.55	25.861	13.69	-58.876	-11.719	7.076	24.861	62.285	-0.239	0.205	-0.125	-5.255	-2.768
3.56	25.744	13.721	-59.081	-11.771	7.05	24.744	62.356	-0.241	0.206	-0.124	-5.225	-2.763
3.57	25.626	13.754	-59.285	-11.825	7.025	24.626	62.427	-0.242	0.207	-0.124	-5.193	-2.76
3.58	25.508	13.789	-59.49	-11.88	7.001	24.508	62.497	-0.243	0.209	-0.124	-5.16	-2.757
3.59	25.389	13.827	-59.694	-11.937	6.977	24.389	62.567	-0.244	0.21	-0.124	-5.126	-2.755
3.6	25.27	13.856	-59.87	-11.984	6.955	24.27	62.637	-0.245	0.212	-0.124	-5.095	-2.753
3.61	25.15	13.888	-60.074	-12.036	6.928	24.15	62.707	-0.246	0.213	-0.124	-5.064	-2.749
3.62	25.03	13.923	-60.279	-12.091	6.903	24.03	62.776	-0.248	0.215	-0.124	-5.031	-2.745
3.63	24.909	13.949	-60.455	-12.135	6.878	23.909	62.845	-0.249	0.216	-0.123	-5.002	-2.742
3.64	24.788	13.979	-60.659	-12.185	6.85	23.788	62.914	-0.25	0.217	-0.123	-4.972	-2.736
3.65	24.666	14.012	-60.864	-12.239	6.822	23.666	62.982	-0.251	0.219	-0.123	-4.941	-2.731
3.66	24.544	14.037	-61.04	-12.282	6.797	23.544	63.05	-0.252	0.22	-0.123	-4.912	-2.727
3.67	24.421	14.066	-61.244	-12.331	6.767	23.421	63.118	-0.253	0.221	-0.122	-4.883	-2.72
3.68	24.298	14.099	-61.448	-12.384	6.739	23.298	63.186	-0.254	0.223	-0.122	-4.852	-2.714
3.69	24.174	14.124	-61.625	-12.427	6.712	23.174	63.253	-0.255	0.224	-0.122	-4.823	-2.71
3.7	24.05	14.154	-61.829	-12.477	6.682	23.05	63.32	-0.256	0.225	-0.122	-4.794	-2.702
3.71	23.925	14.188	-62.033	-12.531	6.654	22.925	63.387	-0.257	0.227	-0.121	-4.761	-2.697
3.72	23.8	14.215	-62.211	-12.575	6.627	22.8	63.454	-0.258	0.228	-0.121	-4.731	-2.692
3.73	23.674	14.247	-62.414	-12.627	6.597	22.674	63.52	-0.259	0.229	-0.121	-4.7	-2.685
3.74	23.548	14.272	-62.592	-12.67	6.57	22.548	63.586	-0.26	0.231	-0.121	-4.671	-2.68
3.75	23.421	14.302	-62.796	-12.72	6.538	22.421	63.652	-0.261	0.232	-0.12	-4.642	-2.672
3.76	23.294	14.325	-62.973	-12.761	6.509	22.294	63.717	-0.262	0.233	-0.12	-4.614	-2.666
3.77	23.166	14.354	-63.177	-12.809	6.477	22.166	63.782	-0.263	0.235	-0.12	-4.586	-2.657
3.78	23.038	14.376	-63.355	-12.849	6.447	22.038	63.847	-0.264	0.236	-0.119	-4.559	-2.65
3.79	22.909	14.404	-63.558	-12.897	6.414	21.909	63.911	-0.265	0.237	-0.119	-4.531	-2.64
3.8	22.78	14.426	-63.736	-12.937	6.383	21.78	63.975	-0.266	0.238	-0.118	-4.504	-2.633
3.81	22.651	14.461	-63.889	-12.985	6.364	21.651	64.039	-0.267	0.24	-0.118	-4.476	-2.629
3.82	22.521	14.489	-64.067	-13.03	6.337	21.521	64.103	-0.268	0.241	-0.118	-4.445	-2.624
3.83	22.391	14.511	-64.245	-13.07	6.306	21.391	64.166	-0.269	0.242	-0.118	-4.418	-2.616
3.84	22.26	14.547	-64.397	-13.118	6.286	21.26	64.229	-0.27	0.243	-0.118	-4.389	-2.612
3.85	22.129	14.577	-64.575	-13.165	6.258	21.129	64.292	-0.272	0.245	-0.117	-4.357	-2.607
3.86	21.997	14.601	-64.753	-13.206	6.228	20.997	64.355	-0.273	0.246	-0.117	-4.328	-2.6
3.87	21.865	14.626	-64.88	-13.242	6.209	20.865	64.417	-0.274	0.247	-0.117	-4.304	-2.596
3.88	21.733	14.651	-65.008	-13.279	6.19	20.733	64.479	-0.275	0.248	-0.117	-4.279	-2.593
3.89	21.6	14.671	-65.186	-13.316	6.157	20.6	64.541	-0.275	0.25	-0.116	-4.254	-2.583
3.9	21.467	14.705	-65.337	-13.364	6.136	20.467	64.603	-0.276	0.251	-0.116	-4.227	-2.578
3.91	21.333	14.734	-65.516	-13.409	6.106	20.333	64.664	-0.277	0.252	-0.116	-4.195	-2.571
3.92	21.199	14.758	-65.695	-13.45	6.074	20.199	64.725	-0.279	0.254	-0.115	-4.166	-2.563
3.93	21.065	14.783	-65.822	-13.486	6.055	20.065	64.786	-0.28	0.255	-0.115	-4.142	-2.559
3.94	20.93	14.809	-65.949	-13.523	6.035	19.93	64.847	-0.28	0.256	-0.115	-4.116	-2.555
3.95	20.795	14.836	-66.076	-13.562	6.017	19.795	64.907	-0.281	0.257	-0.115	-4.09	-2.552
3.96	20.659	14.865	-66.202	-13.601	5.998	19.659	64.967	-0.282	0.258	-0.115	-4.063	-2.548
3.97	20.523	14.895	-66.329	-13.642	5.98	19.523	65.027	-0.284	0.259	-0.115	-4.034	-2.546
3.98	20.387	14.92	-66.508	-13.684	5.948	19.387	65.087	-0.285	0.261	-0.114	-4.004	-2.537
3.99	20.25	14.947	-66.635	-13.721	5.928	19.25	65.147	-0.286	0.262	-0.114	-3.979	-2.533
4.0	20.113	14.976	-66.762	-13.761	5.909	19.113	65.206	-0.287	0.263	-0.114	-3.951	-2.529
4.01	19.975	15.006	-66.889	-13.802	5.89	18.975	65.265	-0.288	0.265	-0.114	-3.922	-2.526
4.02	19.837	15.038	-67.016	-13.844	5.872	18.837	65.324	-0.289	0.266	-0.114	-3.892	-2.524
4.03	19.699	15.066	-67.195	-13.889	5.84	18.699	65.383	-0.29	0.267	-0.113	-3.86	-2.515
4.04	19.56	15.096	-67.322	-13.929	5.82	18.56	65.441	-0.291	0.269	-0.113	-3.832	-2.512
4.05	19.421	15.128	-67.448	-13.972	5.802	18.421	65.499	-0.292	0.27	-0.113	-3.801	-2.509
4.06	19.281	15.163	-67.575	-14.016	5.784	18.281	65.557	-0.294	0.271	-0.113	-3.769	-2.506
4.07	19.141	15.18	-67.733	-14.048	5.752	18.141	65.615	-0.295	0.273	-0.112	-3.742	-2.498
4.08	19.001	15.199	-67.86	-14.079	5.728	18.001	65.673	-0.296	0.274	-0.112	-3.721	-2.491
4.09	18.86	15.221	-67.987	-14.111	5.705	17.86	65.73	-0.296	0.275	-0.112	-3.7	-2.484
4.1	18.719	15.245	-68.113	-14.147	5.683	17.719	65.787	-0.297	0.276	-0.111	-3.675	-2.478
4.11	18.578	15.272	-68.24	-14.184	5.662	17.578	65.844	-0.298	0.277	-0.111	-3.649	-2.472
4.12	18.436	15.302	-68.367	-14.224	5.641	17.436	65.901	-0.299	0.278	-0.111	-3.621	-2.468
4.13	18.294	15.334	-68.493	-14.267	5.622	17.294	65.957	-0.3	0.279	-0.111	-3.59	-2.464
4.14	18.151	15.355	-68.599	-14.296	5.603	17.151	66.013	-0.302	0.281	-0.111	-3.564	-2.461
4.15	18.008	15.379	-68.726	-14.331	5.58	17.008	66.069	-0.303	0.282	-0.11	-3.54	-2.454
4.16	17.865	15.406	-68.852	-14.368	5.558	16.865	66.125	-0.304	0.283	-0.11	-3.514	-2.448
4.17	17.721	15.436	-68.979	-14.409	5.537	16.721	66.181	-0.305	0.284	-0.11	-3.485	-2.443
4.18	17.577	15.455	-69.085	-14.436	5.517	16.577	66.236	-0.306	0.285	-0.11	-3.46	-2.439
4.19	17.433	15.477	-69.211	-14.469	5.493	16.433	66.291	-0.307	0.286	-0.109	-3.438	-2.432
4.2	17.288	15.502	-69.338	-14.505	5.47	16.288	66.346	-0.307	0.287	-0.109	-3.413	-2.425
4.21	17.143	15.531	-69.464	-14.544	5.448	16.143	66.401	-0.308	0.289	-0.109	-3.385	-2.419
4.22	16.998	15.549	-69.571	-14.571	5.427	15.998	66.456	-0.31	0.29	-0.109	-3.361	-2.414
4.23	16.852	15.57	-69.697	-14.603	5.403	15.852	66.51	-0.31	0.291	-0.108	-3.34	-2.406
4.24	16.706	15.595	-69.824	-14.638	5.379	15.706	66.564	-0.311	0.292	-0.108	-3.315	-2.399
4.25	16.56	15.623	-69.95	-14.677	5.356	15.56	66.618	-0.312	0.293	-0.108	-3.287	-2.393
4.26	16.413	15.641	-70.057	-14.703	5.335	15.413	66.672	-0.313	0.294	-0.107	-3.264	-2.387
4.27	16.266	15.662	-70.183	-14.735	5.31	15.266	66.725	-0.314	0.295	-0.107	-3.242	-2.379
4.28	16.119	15.687	-70.31	-14.77	5.286	15.119	66.778	-0.315	0.296	-0.107	-3.217	-2.371
4.29	15.971	15.716	-70.436	-14.809	5.263	14.971	66.831	-0.316	0.297	-0.106	-3.189	-2.365
4.3	15.823	15.735	-70.543	-14.836	5.241	14.823	66.884	-0.317	0.299	-0.106	-3.165	-2.36
4.31	15.675	15.758	-70.669	-14.87	5.216	14.675	66.936	-0.318	0.3	-0.106	-3.142	-2.351
4.32	15.526	15.785	-70.795	-14.907	5.192	14.526	66.988	-0.319	0.301	-0.105	-3.115	-2.344
4.33	15.377	15.802	-70.903	-14.932	5.17	14.377	67.04	-0.32	0.302	-0.105	-3.092	-2.338
4.34	15.228	15.823	-71.029	-14.964	5.144	14.228	67.092	-0.32	0.303	-0.105	-3.071	-2.329
4.35	15.078	15.849	-71.155	-14.999	5.119	14.078	67.143	-0.321	0.304	-0.104	-3.046	-2.32
4.36	14.928	15.864	-71.263	-15.023	5.096	13.928	67.194	-0.322	0.305	-0.104	-3.023	-2.314
4.37	14.778	15.884	-71.389	-15.053	5.069	13.778	67.245	-0.323	0.306	-0.104	-3.003	-2.304
4.38	14.627	15.909	-71.515	-15.088	5.044	13.627	67.296	-0.324	0.307	-0.103	-2.979	-2.295
4.39	14.476	15.923	-71.623	-15.111	5.02	13.476	67.346	-0.325	0.308	-0.103	-2.958	-2.288
4.4	14.325	15.942	-71.748	-15.14	4.993	13.325	67.396	-0.325	0.309	-0.102	-2.938	-2.278
4.41	14.174	15.966	-71.874	-15.174	4.967	13.174	67.446	-0.326	0.31	-0.102	-2.915	-2.269
4.42	14.022	15.98	-71.983	-15.197	4.943	13.022	67.496	-0.327	0.311	-0.102	-2.894	-2.261
4.43	13.87	15.999	-72.108	-15.226	4.915	12.87	67.545	-0.328	0.312	-0.101	-2.874	-2.25
4.44	13.718	16.024	-72.234	-15.26	4.889	12.718	67.594	-0.328	0.313	-0.101	-2.851	-2.241
4.45	13.565	16.039	-72.342	-15.283	4.865	12.565	67.643	-0.33	0.314	-0.101	-2.829	-2.233
4.46	13.412	16.059	-72.468	-15.313	4.838	12.412	67.692	-0.33	0.315	-0.1	-2.809	-2.223
4.47	13.259	16.085	-72.594	-15.348	4.812	12.259	67.74	-0.331	0.316	-0.1	-2.784	-2.214
4.48	13.106	16.101	-72.702	-15.373	4.787	12.106	67.788	-0.332	0.317	-0.099	-2.761	-2.206
4.49	12.952	16.123	-72.828	-15.404	4.76	11.952	67.836	-0.333	0.318	-0.099	-2.74	-2.196
4.5	12.798	16.135	-72.937	-15.425	4.734	11.798	67.884	-0.334	0.319	-0.098	-2.72	-2.187
4.51	12.644	16.153	-73.062	-15.452	4.706	11.644	67.931	-0.334	0.319	-0.098	-2.702	-2.175
4.52	12.489	16.177	-73.188	-15.485	4.679	11.489	67.978	-0.335	0.32	-0.097	-2.679	-2.165
4.53	12.334	16.191	-73.297	-15.508	4.654	11.334	68.025	-0.336	0.321	-0.097	-2.658	-2.157
4.54	12.179	16.211	-73.422	-15.537	4.625	11.179	68.071	-0.336	0.322	-0.097	-2.638	-2.146
4.55	12.024	16.222	-73.531	-15.556	4.599	11.024	68.117	-0.337	0.323	-0.096	-2.62	-2.136
4.56	11.868	16.239	-73.657	-15.583	4.57	10.868	68.163	-0.338	0.324	-0.096	-2.603	-2.124
4.57	11.712	16.262	-73.782	-15.615	4.542	10.712	68.209	-0.338	0.325	-0.095	-2.58	-2.113
4.58	11.556	16.276	-73.891	-15.637	4.516	10.556	68.254	-0.339	0.326	-0.095	-2.56	-2.104
4.59	11.4	16.297	-74.016	-15.667	4.488	10.4	68.299	-0.34	0.327	-0.094	-2.54	-2.093
4.6	11.243	16.309	-74.126	-15.687	4.461	10.243	68.344	-0.341	0.328	-0.094	-2.521	-2.083
4.61	11.086	16.332	-74.196	-15.714	4.448	10.086	68.389	-0.341	0.328	-0.094	-2.503	-2.078
4.62	10.929	16.346	-74.306	-15.736	4.422	9.929	68.433	-0.342	0.329	-0.093	-2.482	-2.069
4.63	10.772	16.366	-74.431	-15.766	4.393	9.772	68.477	-0.343	0.33	-0.093	-2.462	-2.057
4.64	10.614	16.377	-74.54	-15.785	4.366	9.614	68.521	-0.344	0.331	-0.092	-2.444	-2.047
4.65	10.456	16.4	-74.61	-15.812	4.352	9.456	68.565	-0.344	0.332	-0.092	-2.427	-2.042
4.66	10.298	16.414	-74.72	-15.834	4.326	9.298	68.608	-0.345	0.333	-0.091	-2.406	-2.033
4.67	10.14	16.439	-74.79	-15.863	4.313	9.14	68.651	-0.346	0.334	-0.091	-2.386	-2.028
4.68	9.981	16.455	-74.9	-15.887	4.287	8.981	68.694	-0.347	0.335	-0.091	-2.363	-2.019
4.69	9.822	16.467	-74.955	-15.903	4.275	8.822	68.737	-0.347	0.335	-0.091	-2.349	-2.015
4.7	9.663	16.491	-75.024	-15.93	4.261	8.663	68.78	-0.348	0.336	-0.09	-2.33	-2.011
4.71	9.504	16.506	-75.134	-15.953	4.235	8.504	68.823	-0.349	0.337	-0.09	-2.308	-2.001
4.72	9.344	16.532	-75.204	-15.984	4.222	8.344	68.865	-0.35	0.338	-0.09	-2.287	-1.997
4.73	9.184	16.55	-75.314	-16.009	4.196	8.184	68.907	-0.351	0.339	-0.089	-2.263	-1.988
4.74	9.024	16.563	-75.369	-16.026	4.184	8.024	68.949	-0.352	0.34	-0.089	-2.247	-1.984
4.75	8.864	16.588	-75.438	-16.055	4.171	7.864	68.991	-0.352	0.341	-0.089	-2.227	-1.979
