t_resolution                            - 0.01
accuracy                                - 3

u                                       - 94.44
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 0.045
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
0.29	15.045	51.456	42.895	35.024	37.697	14.045	14.452	-3.507	-2.392	-2.567	-62.955	-57.052
0.3	15.395	50.661	42.813	34.429	37.164	14.395	14.829	-3.398	-2.314	-2.491	-61.221	-55.347
0.31	15.739	49.891	42.73	33.854	36.648	14.739	15.201	-3.294	-2.24	-2.418	-59.571	-53.723
0.32	16.078	49.146	42.648	33.296	36.148	15.078	15.568	-3.194	-2.169	-2.348	-57.999	-52.174
0.33	16.411	48.392	42.524	32.708	35.664	15.411	15.93	-3.1	-2.098	-2.281	-56.432	-50.696
0.34	16.738	47.661	42.441	32.164	35.173	15.738	16.287	-3.005	-2.032	-2.215	-54.945	-49.219
0.35	17.06	46.953	42.359	31.636	34.696	16.06	16.639	-2.915	-1.968	-2.151	-53.527	-47.808
0.36	17.376	46.268	42.277	31.125	34.234	16.376	16.986	-2.829	-1.907	-2.091	-52.175	-46.461
0.37	17.687	45.604	42.194	30.63	33.787	16.687	17.328	-2.747	-1.849	-2.033	-50.886	-45.177
0.38	17.993	44.96	42.112	30.149	33.353	16.993	17.666	-2.669	-1.794	-1.978	-49.656	-43.949
0.39	18.295	44.336	42.03	29.683	32.933	17.295	18.0	-2.594	-1.741	-1.925	-48.481	-42.774
0.4	18.592	43.731	41.947	29.232	32.525	17.592	18.329	-2.523	-1.69	-1.874	-47.358	-41.651
0.41	18.884	43.115	41.822	28.75	32.13	17.884	18.654	-2.454	-1.639	-1.826	-46.231	-40.576
0.42	19.172	42.518	41.74	28.306	31.726	18.172	18.975	-2.386	-1.591	-1.777	-45.159	-39.494
0.43	19.455	41.939	41.657	27.876	31.334	18.455	19.292	-2.32	-1.545	-1.731	-44.135	-38.46
0.44	19.734	41.377	41.575	27.458	30.954	18.734	19.605	-2.257	-1.501	-1.686	-43.156	-37.469
0.45	20.009	40.832	41.493	27.052	30.585	19.009	19.914	-2.197	-1.459	-1.643	-42.219	-36.521
0.46	20.28	40.303	41.41	26.658	30.227	19.28	20.22	-2.14	-1.419	-1.603	-41.324	-35.613
0.47	20.546	39.764	41.285	26.236	29.88	19.546	20.522	-2.085	-1.378	-1.563	-40.419	-34.742
0.48	20.808	39.241	41.202	25.849	29.524	19.808	20.821	-2.029	-1.339	-1.524	-39.561	-33.864
0.49	21.067	38.733	41.12	25.472	29.179	20.067	21.116	-1.976	-1.302	-1.486	-38.739	-33.023
0.5	21.322	38.24	41.038	25.107	28.844	20.322	21.408	-1.925	-1.267	-1.45	-37.952	-32.216
0.51	21.573	37.762	40.955	24.752	28.519	20.573	21.696	-1.877	-1.233	-1.415	-37.198	-31.443
0.52	21.82	37.273	40.829	24.37	28.203	20.82	21.981	-1.83	-1.199	-1.382	-36.436	-30.703
0.53	22.064	36.827	40.71	24.019	27.916	21.064	22.263	-1.783	-1.166	-1.35	-35.711	-29.992
0.54	22.304	36.37	40.584	23.661	27.622	21.304	22.542	-1.74	-1.135	-1.319	-35.017	-29.317
0.55	22.541	35.927	40.501	23.333	27.319	21.541	22.818	-1.698	-1.105	-1.288	-34.358	-28.632
0.56	22.774	35.474	40.375	22.98	27.025	21.774	23.091	-1.656	-1.075	-1.259	-33.689	-27.975
0.57	23.004	35.061	40.256	22.657	26.758	22.004	23.361	-1.615	-1.046	-1.231	-33.055	-27.346
0.58	23.23	34.638	40.129	22.325	26.484	22.23	23.629	-1.578	-1.019	-1.204	-32.447	-26.748
0.59	23.453	34.254	40.01	22.023	26.236	22.453	23.894	-1.54	-0.993	-1.178	-31.869	-26.175
0.6	23.673	33.86	39.884	21.712	25.982	22.673	24.156	-1.506	-0.968	-1.153	-31.316	-25.631
0.61	23.89	33.456	39.758	21.397	25.72	22.89	24.416	-1.471	-0.943	-1.129	-30.758	-25.078
0.62	24.104	33.09	39.638	21.11	25.482	23.104	24.673	-1.436	-0.919	-1.105	-30.229	-24.547
0.63	24.315	32.714	39.512	20.814	25.239	23.315	24.928	-1.405	-0.896	-1.082	-29.722	-24.044
0.64	24.523	32.329	39.385	20.514	24.987	23.523	25.18	-1.373	-0.873	-1.059	-29.211	-23.531
0.65	24.728	31.981	39.267	20.242	24.76	23.728	25.43	-1.341	-0.852	-1.037	-28.727	-23.04
0.66	24.93	31.624	39.14	19.961	24.528	23.93	25.678	-1.313	-0.831	-1.016	-28.263	-22.576
0.67	25.13	31.282	38.977	19.677	24.319	24.13	25.923	-1.283	-0.81	-0.996	-27.796	-22.132
0.68	25.327	30.932	38.85	19.403	24.089	24.327	26.166	-1.256	-0.79	-0.976	-27.353	-21.684
0.69	25.521	30.597	38.687	19.125	23.883	24.521	26.407	-1.228	-0.77	-0.957	-26.908	-21.256
0.7	25.712	30.278	38.524	18.858	23.688	24.712	26.646	-1.201	-0.751	-0.938	-26.486	-20.851
0.71	25.901	29.95	38.397	18.602	23.473	24.901	26.883	-1.176	-0.733	-0.92	-26.088	-20.445
0.72	26.087	29.638	38.234	18.342	23.28	25.087	27.118	-1.151	-0.715	-0.902	-25.686	-20.055
0.73	26.27	29.318	38.107	18.093	23.069	25.27	27.351	-1.127	-0.698	-0.885	-25.306	-19.665
0.74	26.451	29.013	37.944	17.84	22.88	25.451	27.582	-1.103	-0.681	-0.868	-24.924	-19.291
0.75	26.629	28.724	37.781	17.597	22.702	25.629	27.811	-1.08	-0.664	-0.852	-24.563	-18.94
0.76	26.805	28.427	37.654	17.366	22.506	25.805	28.038	-1.059	-0.649	-0.836	-24.223	-18.588
0.77	26.979	28.145	37.491	17.13	22.332	25.979	28.263	-1.037	-0.634	-0.821	-23.881	-18.252
0.78	27.15	27.856	37.363	16.905	22.14	26.15	28.486	-1.017	-0.619	-0.806	-23.558	-17.914
0.79	27.319	27.582	37.201	16.676	21.97	26.319	28.707	-0.996	-0.604	-0.792	-23.232	-17.592
0.8	27.486	27.323	37.038	16.458	21.81	26.486	28.927	-0.976	-0.591	-0.778	-22.926	-17.291
0.81	27.65	27.04	36.865	16.222	21.634	26.65	29.145	-0.958	-0.577	-0.765	-22.617	-16.989
0.82	27.812	26.773	36.702	16.001	21.465	26.812	29.361	-0.938	-0.563	-0.751	-22.311	-16.681
0.83	27.972	26.521	36.54	15.79	21.308	26.972	29.576	-0.92	-0.55	-0.738	-22.024	-16.394
0.84	28.13	26.247	36.366	15.563	21.135	27.13	29.789	-0.903	-0.537	-0.725	-21.735	-16.107
0.85	28.286	25.988	36.203	15.35	20.971	27.286	30.0	-0.884	-0.524	-0.712	-21.45	-15.815
0.86	28.44	25.744	36.041	15.147	20.817	27.44	30.21	-0.867	-0.512	-0.699	-21.183	-15.543
0.87	28.591	25.5	35.832	14.928	20.674	27.591	30.418	-0.851	-0.5	-0.688	-20.913	-15.29
0.88	28.74	25.257	35.624	14.711	20.53	27.74	30.625	-0.834	-0.488	-0.677	-20.648	-15.039
0.89	28.887	25.014	35.415	14.496	20.386	27.887	30.83	-0.819	-0.476	-0.666	-20.388	-14.79
0.9	29.032	24.772	35.206	14.282	20.241	28.032	31.034	-0.803	-0.465	-0.654	-20.132	-14.543
0.91	29.175	24.546	35.045	14.094	20.096	28.175	31.236	-0.788	-0.454	-0.643	-19.898	-14.298
0.92	29.316	24.321	34.836	13.893	19.962	28.316	31.437	-0.773	-0.444	-0.633	-19.663	-14.072
0.93	29.455	24.097	34.627	13.693	19.829	28.455	31.637	-0.759	-0.433	-0.623	-19.432	-13.849
0.94	29.592	23.875	34.418	13.495	19.696	28.592	31.835	-0.745	-0.423	-0.613	-19.206	-13.628
0.95	29.727	23.655	34.209	13.3	19.563	28.727	32.032	-0.732	-0.413	-0.603	-18.984	-13.411
0.96	29.86	23.438	34.0	13.106	19.431	28.86	32.228	-0.718	-0.404	-0.594	-18.768	-13.197
0.97	29.991	23.223	33.792	12.916	19.3	28.991	32.422	-0.705	-0.394	-0.584	-18.557	-12.987
0.98	30.12	23.011	33.583	12.728	19.171	29.12	32.615	-0.692	-0.385	-0.575	-18.351	-12.781
0.99	30.247	22.802	33.374	12.544	19.042	29.247	32.807	-0.68	-0.376	-0.566	-18.151	-12.579
1.0	30.372	22.597	33.165	12.362	18.916	29.372	32.997	-0.667	-0.367	-0.557	-17.955	-12.381
1.01	30.496	22.395	32.956	12.183	18.792	29.496	33.186	-0.655	-0.358	-0.548	-17.765	-12.188
1.02	30.618	22.197	32.747	12.007	18.669	29.618	33.374	-0.644	-0.35	-0.54	-17.581	-12.0
1.03	30.738	22.003	32.538	11.835	18.55	29.738	33.561	-0.632	-0.342	-0.532	-17.402	-11.817
1.04	30.856	21.813	32.329	11.665	18.432	29.856	33.746	-0.621	-0.334	-0.524	-17.228	-11.639
1.05	30.973	21.628	32.12	11.499	18.317	29.973	33.93	-0.611	-0.327	-0.516	-17.059	-11.466
1.06	31.088	21.447	31.911	11.337	18.206	30.088	34.113	-0.6	-0.319	-0.508	-16.897	-11.299
1.07	31.201	21.271	31.702	11.178	18.097	30.201	34.295	-0.59	-0.312	-0.501	-16.739	-11.137
1.08	31.313	21.1	31.494	11.023	17.992	30.313	34.476	-0.581	-0.305	-0.494	-16.587	-10.981
1.09	31.423	20.923	31.236	10.85	17.89	30.423	34.656	-0.571	-0.298	-0.487	-16.428	-10.83
1.1	31.532	20.751	31.027	10.696	17.782	30.532	34.835	-0.562	-0.292	-0.48	-16.279	-10.674
1.11	31.639	20.575	30.769	10.526	17.678	30.639	35.013	-0.553	-0.285	-0.474	-16.124	-10.524
1.12	31.744	20.405	30.56	10.375	17.57	30.744	35.19	-0.543	-0.278	-0.467	-15.981	-10.37
1.13	31.848	20.23	30.302	10.207	17.466	30.848	35.366	-0.534	-0.271	-0.46	-15.832	-10.223
1.14	31.95	20.062	30.093	10.059	17.358	30.95	35.541	-0.525	-0.265	-0.453	-15.694	-10.072
1.15	32.051	19.891	29.835	9.896	17.254	31.051	35.715	-0.517	-0.259	-0.447	-15.551	-9.929
1.16	32.15	19.727	29.626	9.752	17.148	31.15	35.887	-0.508	-0.253	-0.44	-15.419	-9.783
1.17	32.247	19.56	29.367	9.592	17.046	31.247	36.058	-0.499	-0.247	-0.434	-15.282	-9.644
1.18	32.343	19.391	29.109	9.433	16.942	31.343	36.228	-0.491	-0.241	-0.428	-15.146	-9.503
1.19	32.437	19.237	28.822	9.274	16.854	31.437	36.397	-0.483	-0.235	-0.422	-15.011	-9.372
1.2	32.53	19.082	28.563	9.123	16.759	31.53	36.566	-0.475	-0.229	-0.416	-14.887	-9.245
1.21	32.621	18.925	28.304	8.974	16.663	31.621	36.734	-0.467	-0.223	-0.41	-14.764	-9.117
1.22	32.711	18.768	28.045	8.824	16.564	31.711	36.901	-0.46	-0.218	-0.404	-14.641	-8.988
1.23	32.799	18.627	27.759	8.676	16.483	31.799	37.067	-0.452	-0.212	-0.399	-14.521	-8.87
1.24	32.886	18.486	27.5	8.536	16.397	31.886	37.232	-0.445	-0.207	-0.394	-14.411	-8.757
1.25	32.971	18.345	27.242	8.398	16.311	31.971	37.396	-0.439	-0.203	-0.389	-14.302	-8.644
1.26	33.055	18.205	26.983	8.26	16.223	32.055	37.559	-0.432	-0.198	-0.384	-14.196	-8.532
1.27	33.138	18.066	26.724	8.124	16.136	32.138	37.721	-0.425	-0.193	-0.379	-14.091	-8.421
1.28	33.219	17.929	26.465	7.99	16.05	32.219	37.882	-0.419	-0.188	-0.374	-13.988	-8.312
1.29	33.299	17.793	26.206	7.857	15.964	32.299	38.042	-0.413	-0.184	-0.369	-13.889	-8.205
1.3	33.378	17.659	25.947	7.727	15.879	32.378	38.202	-0.406	-0.18	-0.364	-13.791	-8.099
1.31	33.455	17.528	25.688	7.598	15.795	32.455	38.361	-0.4	-0.175	-0.36	-13.695	-7.995
1.32	33.531	17.392	25.377	7.454	15.714	32.531	38.519	-0.394	-0.171	-0.355	-13.594	-7.894
1.33	33.606	17.275	25.093	7.326	15.644	32.606	38.676	-0.388	-0.167	-0.351	-13.501	-7.798
1.34	33.679	17.154	24.783	7.191	15.574	32.679	38.833	-0.383	-0.162	-0.347	-13.408	-7.711
1.35	33.751	17.029	24.472	7.054	15.5	32.751	38.989	-0.378	-0.158	-0.343	-13.316	-7.62
1.36	33.822	16.902	24.161	6.918	15.421	32.822	39.144	-0.372	-0.154	-0.339	-13.224	-7.526
1.37	33.891	16.772	23.849	6.782	15.34	32.891	39.298	-0.367	-0.15	-0.334	-13.132	-7.43
1.38	33.959	16.656	23.515	6.645	15.273	32.959	39.451	-0.361	-0.146	-0.33	-13.041	-7.34
1.39	34.025	16.539	23.203	6.516	15.201	33.025	39.604	-0.356	-0.142	-0.326	-12.957	-7.255
1.4	34.09	16.421	22.892	6.388	15.128	33.09	39.756	-0.351	-0.138	-0.323	-12.874	-7.169
1.41	34.154	16.303	22.58	6.26	15.053	33.154	39.907	-0.346	-0.135	-0.319	-12.791	-7.082
1.42	34.217	16.185	22.269	6.133	14.978	33.217	40.057	-0.341	-0.131	-0.315	-12.711	-6.996
1.43	34.278	16.067	21.957	6.008	14.902	33.278	40.207	-0.336	-0.127	-0.311	-12.631	-6.91
1.44	34.338	15.951	21.645	5.884	14.826	33.338	40.356	-0.331	-0.124	-0.307	-12.553	-6.824
1.45	34.397	15.836	21.334	5.761	14.751	33.397	40.504	-0.327	-0.12	-0.303	-12.477	-6.741
1.46	34.455	15.723	21.022	5.64	14.677	33.455	40.651	-0.322	-0.117	-0.3	-12.403	-6.658
1.47	34.511	15.613	20.71	5.521	14.604	33.511	40.798	-0.317	-0.114	-0.296	-12.331	-6.578
1.48	34.566	15.505	20.398	5.404	14.533	33.566	40.944	-0.313	-0.111	-0.292	-12.261	-6.5
1.49	34.62	15.401	20.087	5.289	14.464	33.62	41.089	-0.309	-0.108	-0.289	-12.193	-6.424
1.5	34.673	15.295	19.722	5.161	14.398	33.673	41.234	-0.304	-0.104	-0.286	-12.12	-6.352
1.51	34.725	15.188	19.356	5.034	14.33	33.725	41.378	-0.3	-0.101	-0.283	-12.048	-6.278
1.52	34.775	15.081	18.99	4.907	14.26	33.775	41.521	-0.296	-0.098	-0.279	-11.977	-6.203
1.53	34.824	14.989	18.606	4.782	14.205	33.824	41.664	-0.292	-0.095	-0.276	-11.908	-6.136
1.54	34.872	14.897	18.241	4.663	14.149	33.872	41.806	-0.288	-0.092	-0.273	-11.844	-6.074
1.55	34.919	14.807	17.876	4.545	14.092	33.919	41.948	-0.285	-0.089	-0.271	-11.781	-6.012
1.56	34.964	14.719	17.51	4.429	14.037	33.964	42.089	-0.281	-0.086	-0.268	-11.72	-5.952
1.57	35.008	14.633	17.145	4.314	13.983	34.008	42.229	-0.278	-0.084	-0.265	-11.66	-5.894
1.58	35.051	14.55	16.78	4.201	13.931	34.051	42.369	-0.275	-0.081	-0.263	-11.601	-5.838
1.59	35.093	14.457	16.432	4.09	13.867	34.093	42.508	-0.272	-0.079	-0.26	-11.545	-5.778
1.6	35.134	14.368	16.066	3.976	13.807	34.134	42.647	-0.268	-0.076	-0.257	-11.487	-5.716
1.61	35.174	14.284	15.701	3.866	13.751	34.174	42.785	-0.265	-0.073	-0.255	-11.431	-5.658
1.62	35.213	14.205	15.337	3.757	13.699	34.213	42.923	-0.262	-0.071	-0.252	-11.377	-5.603
1.63	35.251	14.115	14.932	3.637	13.638	34.251	43.06	-0.259	-0.068	-0.25	-11.319	-5.547
1.64	35.287	14.031	14.567	3.529	13.58	34.287	43.196	-0.256	-0.066	-0.247	-11.266	-5.489
1.65	35.322	13.954	14.203	3.424	13.528	34.322	43.332	-0.253	-0.064	-0.245	-11.215	-5.435
1.66	35.356	13.868	13.797	3.307	13.468	34.356	43.467	-0.25	-0.061	-0.242	-11.16	-5.381
1.67	35.389	13.787	13.377	3.19	13.413	34.389	43.602	-0.247	-0.059	-0.24	-11.105	-5.326
1.68	35.421	13.711	12.957	3.074	13.362	34.421	43.736	-0.244	-0.056	-0.237	-11.052	-5.274
1.69	35.452	13.641	12.538	2.961	13.316	34.452	43.87	-0.241	-0.054	-0.235	-11.001	-5.227
1.7	35.482	13.565	12.131	2.851	13.262	34.482	44.003	-0.239	-0.052	-0.233	-10.952	-5.179
1.71	35.51	13.496	11.712	2.74	13.215	34.51	44.136	-0.236	-0.05	-0.231	-10.902	-5.132
1.72	35.537	13.422	11.305	2.631	13.162	34.537	44.268	-0.234	-0.047	-0.229	-10.854	-5.085
1.73	35.563	13.357	10.886	2.523	13.117	34.563	44.4	-0.231	-0.045	-0.227	-10.807	-5.04
1.74	35.588	13.288	10.479	2.417	13.067	34.588	44.531	-0.229	-0.043	-0.225	-10.762	-4.996
1.75	35.612	13.216	10.072	2.311	13.013	34.612	44.662	-0.227	-0.041	-0.223	-10.716	-4.95
1.76	35.635	13.155	9.654	2.206	12.969	34.635	44.792	-0.224	-0.039	-0.221	-10.672	-4.906
1.77	35.657	13.092	9.247	2.104	12.922	34.657	44.922	-0.222	-0.037	-0.219	-10.629	-4.866
1.78	35.678	13.028	8.839	2.002	12.874	34.678	45.051	-0.22	-0.035	-0.217	-10.587	-4.824
1.79	35.698	12.964	8.431	1.901	12.824	34.698	45.18	-0.218	-0.034	-0.215	-10.545	-4.782
1.8	35.717	12.9	8.024	1.801	12.774	34.717	45.308	-0.216	-0.032	-0.213	-10.505	-4.74
1.81	35.735	12.837	7.616	1.701	12.724	34.735	45.436	-0.214	-0.03	-0.211	-10.464	-4.698
1.82	35.752	12.776	7.208	1.603	12.675	34.752	45.563	-0.211	-0.028	-0.21	-10.425	-4.657
1.83	35.768	12.716	6.744	1.493	12.628	34.768	45.69	-0.209	-0.026	-0.208	-10.382	-4.618
1.84	35.783	12.657	6.279	1.384	12.581	34.783	45.816	-0.208	-0.024	-0.206	-10.34	-4.579
1.85	35.797	12.6	5.815	1.277	12.536	34.797	45.942	-0.206	-0.022	-0.204	-10.298	-4.541
1.86	35.81	12.547	5.351	1.17	12.492	34.81	46.067	-0.204	-0.021	-0.203	-10.257	-4.505
1.87	35.822	12.498	4.887	1.065	12.452	34.822	46.192	-0.202	-0.019	-0.201	-10.218	-4.472
1.88	35.833	12.441	4.428	0.961	12.404	34.833	46.316	-0.2	-0.017	-0.2	-10.179	-4.437
1.89	35.843	12.389	3.964	0.857	12.36	34.843	46.44	-0.199	-0.015	-0.198	-10.14	-4.401
1.9	35.852	12.344	3.501	0.754	12.321	34.852	46.564	-0.197	-0.014	-0.197	-10.102	-4.368
1.91	35.86	12.293	3.042	0.652	12.276	34.86	46.687	-0.196	-0.012	-0.195	-10.065	-4.337
1.92	35.867	12.25	2.579	0.551	12.238	34.867	46.81	-0.194	-0.01	-0.194	-10.028	-4.305
1.93	35.873	12.203	2.119	0.451	12.195	34.873	46.932	-0.193	-0.009	-0.192	-9.993	-4.275
1.94	35.878	12.153	1.659	0.352	12.148	34.878	47.054	-0.191	-0.007	-0.191	-9.957	-4.242
1.95	35.882	12.114	1.198	0.253	12.111	34.882	47.176	-0.19	-0.005	-0.19	-9.922	-4.212
1.96	35.885	12.073	0.738	0.156	12.072	34.885	47.297	-0.188	-0.004	-0.188	-9.888	-4.185
1.97	35.887	12.032	0.278	0.058	12.031	34.887	47.418	-0.187	-0.002	-0.187	-9.854	-4.157
1.98	35.888	11.991	-0.182	-0.038	11.991	34.888	47.538	-0.186	-0.001	-0.186	-9.821	-4.129
1.99	35.888	11.951	-0.642	-0.134	11.95	34.888	47.658	-0.185	0.001	-0.185	-9.788	-4.1
2.0	35.887	11.912	-1.102	-0.229	11.91	34.887	47.778	-0.183	0.002	-0.183	-9.755	-4.073
2.01	35.885	11.876	-1.561	-0.324	11.872	34.885	47.897	-0.182	0.003	-0.182	-9.723	-4.047
2.02	35.882	11.843	-2.021	-0.418	11.836	34.882	48.016	-0.181	0.005	-0.181	-9.691	-4.022
2.03	35.878	11.802	-2.482	-0.511	11.791	34.878	48.134	-0.18	0.006	-0.18	-9.66	-3.996
2.04	35.873	11.766	-2.941	-0.604	11.751	34.873	48.252	-0.179	0.008	-0.179	-9.629	-3.968
2.05	35.867	11.735	-3.4	-0.696	11.715	34.867	48.37	-0.178	0.009	-0.177	-9.599	-3.944
2.06	35.86	11.699	-3.862	-0.788	11.672	34.86	48.487	-0.177	0.01	-0.176	-9.568	-3.919
2.07	35.852	11.67	-4.321	-0.879	11.637	34.852	48.604	-0.176	0.012	-0.175	-9.538	-3.895
2.08	35.843	11.637	-4.783	-0.97	11.596	34.843	48.72	-0.175	0.013	-0.174	-9.509	-3.872
2.09	35.833	11.612	-5.241	-1.061	11.564	34.833	48.836	-0.174	0.014	-0.173	-9.479	-3.85
2.1	35.822	11.585	-5.703	-1.151	11.527	34.822	48.952	-0.173	0.016	-0.172	-9.45	-3.83
2.11	35.811	11.556	-6.166	-1.241	11.489	34.811	49.067	-0.172	0.017	-0.171	-9.421	-3.808
2.12	35.799	11.526	-6.628	-1.33	11.449	34.799	49.182	-0.171	0.018	-0.17	-9.393	-3.785
2.13	35.786	11.496	-7.091	-1.419	11.408	34.786	49.296	-0.17	0.02	-0.169	-9.364	-3.762
2.14	35.772	11.466	-7.554	-1.507	11.367	34.772	49.41	-0.17	0.021	-0.168	-9.336	-3.739
2.15	35.757	11.437	-8.017	-1.595	11.326	34.757	49.524	-0.169	0.022	-0.167	-9.309	-3.716
2.16	35.741	11.41	-8.48	-1.683	11.286	34.741	49.637	-0.168	0.023	-0.166	-9.281	-3.693
2.17	35.724	11.386	-8.942	-1.77	11.248	34.724	49.75	-0.167	0.025	-0.165	-9.254	-3.672
2.18	35.706	11.366	-9.404	-1.857	11.213	34.706	49.862	-0.166	0.026	-0.164	-9.227	-3.653
2.19	35.687	11.35	-9.866	-1.945	11.182	34.687	49.974	-0.166	0.027	-0.164	-9.199	-3.636
2.2	35.668	11.327	-10.337	-2.033	11.144	34.668	50.086	-0.165	0.028	-0.163	-9.172	-3.619
2.21	35.648	11.31	-10.798	-2.119	11.11	34.648	50.197	-0.165	0.029	-0.162	-9.145	-3.6
2.22	35.627	11.288	-11.27	-2.206	11.071	34.627	50.308	-0.164	0.031	-0.161	-9.118	-3.582
2.23	35.605	11.273	-11.731	-2.292	11.038	34.605	50.419	-0.164	0.032	-0.16	-9.091	-3.565
2.24	35.582	11.255	-12.203	-2.379	11.001	34.582	50.529	-0.163	0.033	-0.16	-9.064	-3.548
2.25	35.558	11.235	-12.675	-2.465	10.961	34.558	50.639	-0.163	0.034	-0.159	-9.038	-3.529
2.26	35.533	11.224	-13.135	-2.551	10.93	34.533	50.749	-0.162	0.035	-0.158	-9.012	-3.513
2.27	35.508	11.212	-13.607	-2.638	10.897	34.508	50.858	-0.162	0.037	-0.157	-8.984	-3.499
2.28	35.482	11.2	-14.079	-2.724	10.863	34.482	50.967	-0.161	0.038	-0.157	-8.958	-3.485
2.29	35.455	11.188	-14.551	-2.811	10.829	34.455	51.076	-0.161	0.039	-0.156	-8.931	-3.47
2.3	35.427	11.177	-15.023	-2.897	10.795	34.427	51.184	-0.161	0.04	-0.155	-8.904	-3.455
2.31	35.398	11.168	-15.495	-2.984	10.763	34.398	51.292	-0.16	0.042	-0.155	-8.877	-3.441
2.32	35.368	11.162	-15.966	-3.07	10.732	34.368	51.4	-0.16	0.043	-0.154	-8.85	-3.429
2.33	35.337	11.149	-16.453	-3.158	10.693	34.337	51.507	-0.16	0.044	-0.154	-8.823	-3.415
2.34	35.305	11.14	-16.925	-3.243	10.658	34.305	51.614	-0.16	0.045	-0.153	-8.797	-3.399
2.35	35.273	11.136	-17.396	-3.329	10.627	34.273	51.721	-0.159	0.046	-0.152	-8.77	-3.387
2.36	35.24	11.128	-17.883	-3.417	10.59	34.24	51.827	-0.159	0.048	-0.152	-8.743	-3.374
2.37	35.206	11.126	-18.354	-3.503	10.56	34.206	51.933	-0.159	0.049	-0.151	-8.716	-3.362
