t_resolution                            - 0.01
accuracy                                - 3

u                                       - 500.0
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 10.0
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
0.48	167.046	478.379	44.992	338.216	338.314	166.046	166.046	-294.217	-208.012	-208.012	-30.601	-20.801
0.49	170.428	477.944	44.992	337.908	338.006	169.428	169.428	-293.682	-207.633	-207.633	-30.563	-20.763
0.5	173.807	477.509	44.992	337.601	337.699	172.807	172.807	-293.148	-207.255	-207.255	-30.526	-20.726
0.51	177.183	477.075	44.992	337.294	337.392	176.183	176.183	-292.614	-206.878	-206.878	-30.488	-20.688
0.52	180.556	476.642	44.992	336.988	337.086	179.556	179.556	-292.083	-206.502	-206.502	-30.45	-20.65
0.53	183.926	476.209	44.992	336.682	336.78	182.926	182.926	-291.553	-206.128	-206.128	-30.413	-20.613
0.54	187.293	475.777	44.992	336.376	336.474	186.293	186.293	-291.023	-205.753	-205.753	-30.375	-20.575
0.55	190.657	475.345	44.992	336.071	336.169	189.657	189.657	-290.495	-205.38	-205.38	-30.338	-20.538
0.56	194.018	474.914	44.992	335.766	335.864	193.018	193.018	-289.968	-205.008	-205.008	-30.301	-20.501
0.57	197.376	474.484	44.992	335.462	335.56	196.376	196.376	-289.443	-204.636	-204.636	-30.264	-20.464
0.58	200.731	474.054	44.992	335.158	335.256	199.731	199.731	-288.919	-204.266	-204.266	-30.227	-20.427
0.59	204.083	473.625	44.992	334.854	334.952	203.083	203.083	-288.395	-203.895	-203.895	-30.19	-20.39
0.6	207.432	473.196	44.992	334.551	334.649	206.432	206.432	-287.874	-203.527	-203.527	-30.153	-20.353
0.61	210.777	472.768	44.992	334.248	334.346	209.777	209.777	-287.352	-203.158	-203.158	-30.116	-20.316
0.62	214.119	472.341	44.992	333.946	334.044	213.119	213.119	-286.833	-202.791	-202.791	-30.079	-20.279
0.63	217.458	471.914	44.992	333.645	333.743	216.458	216.458	-286.315	-202.425	-202.425	-30.042	-20.242
0.64	220.794	471.488	44.992	333.343	333.441	219.794	219.794	-285.797	-202.059	-202.059	-30.006	-20.206
0.65	224.127	471.062	44.992	333.042	333.14	223.127	223.127	-285.282	-201.694	-201.694	-29.969	-20.169
0.66	227.457	470.637	44.992	332.742	332.84	226.457	226.457	-284.766	-201.33	-201.33	-29.933	-20.133
0.67	230.784	470.212	44.992	332.441	332.539	229.784	229.784	-284.253	-200.967	-200.967	-29.897	-20.097
0.68	234.108	469.788	44.992	332.141	332.239	233.108	233.108	-283.74	-200.604	-200.604	-29.86	-20.06
0.69	237.429	469.365	44.992	331.842	331.94	236.429	236.429	-283.228	-200.242	-200.242	-29.824	-20.024
0.7	240.747	468.942	44.992	331.543	331.641	239.747	239.747	-282.718	-199.882	-199.882	-29.788	-19.988
0.71	244.062	468.52	44.992	331.244	331.342	243.062	243.062	-282.209	-199.522	-199.522	-29.752	-19.952
0.72	247.374	468.098	44.992	330.946	331.044	246.374	246.374	-281.701	-199.163	-199.163	-29.716	-19.916
0.73	250.683	467.677	44.992	330.648	330.746	249.683	249.683	-281.194	-198.804	-198.804	-29.68	-19.88
0.74	253.989	467.256	44.992	330.351	330.449	252.989	252.989	-280.688	-198.447	-198.447	-29.645	-19.845
0.75	257.292	466.836	44.991	330.054	330.152	256.292	256.292	-280.183	-198.09	-198.09	-29.609	-19.809
0.76	260.593	466.417	44.991	329.757	329.855	259.593	259.593	-279.68	-197.734	-197.734	-29.573	-19.773
0.77	263.891	465.998	44.991	329.461	329.559	262.891	262.891	-279.178	-197.379	-197.379	-29.538	-19.738
0.78	267.186	465.58	44.991	329.166	329.264	266.186	266.186	-278.677	-197.024	-197.024	-29.502	-19.702
0.79	270.478	465.162	44.991	328.87	328.968	269.478	269.478	-278.177	-196.671	-196.671	-29.467	-19.667
0.8	273.767	464.745	44.991	328.575	328.673	272.767	272.767	-277.678	-196.318	-196.318	-29.432	-19.632
0.81	277.053	464.328	44.991	328.281	328.379	276.053	276.053	-277.18	-195.966	-195.966	-29.397	-19.597
0.82	280.336	463.912	44.991	327.986	328.084	279.336	279.336	-276.683	-195.615	-195.615	-29.361	-19.561
0.83	283.616	463.497	44.991	327.693	327.791	282.616	282.616	-276.187	-195.264	-195.264	-29.326	-19.526
0.84	286.893	463.082	44.991	327.399	327.497	285.893	285.893	-275.693	-194.915	-194.915	-29.292	-19.492
0.85	290.167	462.668	44.991	327.106	327.204	289.167	289.167	-275.2	-194.566	-194.566	-29.257	-19.457
0.86	293.438	462.254	44.991	326.814	326.912	292.438	292.438	-274.708	-194.219	-194.219	-29.222	-19.422
0.87	296.706	461.841	44.991	326.522	326.62	295.706	295.706	-274.217	-193.871	-193.871	-29.187	-19.387
0.88	299.971	461.428	44.991	326.23	326.328	298.971	298.971	-273.727	-193.525	-193.525	-29.152	-19.352
0.89	303.233	461.016	44.991	325.938	326.036	302.233	302.233	-273.238	-193.179	-193.179	-29.118	-19.318
0.9	306.492	460.604	44.991	325.647	325.745	305.492	305.492	-272.75	-192.834	-192.834	-29.083	-19.283
0.91	309.748	460.193	44.991	325.357	325.455	308.748	308.748	-272.263	-192.49	-192.49	-29.049	-19.249
0.92	313.002	459.782	44.991	325.066	325.164	312.002	312.002	-271.777	-192.146	-192.146	-29.015	-19.215
0.93	316.253	459.372	44.991	324.776	324.874	315.253	315.253	-271.292	-191.803	-191.803	-28.98	-19.18
0.94	319.501	458.963	44.991	324.487	324.585	318.501	318.501	-270.808	-191.461	-191.461	-28.946	-19.146
0.95	322.746	458.554	44.991	324.198	324.296	321.746	321.746	-270.326	-191.12	-191.12	-28.912	-19.112
0.96	325.988	458.146	44.991	323.909	324.007	324.988	324.988	-269.844	-190.78	-190.78	-28.878	-19.078
0.97	329.227	457.738	44.991	323.621	323.719	328.227	328.227	-269.364	-190.441	-190.441	-28.844	-19.044
0.98	332.463	457.331	44.991	323.333	323.431	331.463	331.463	-268.885	-190.102	-190.102	-28.81	-19.01
0.99	335.696	456.924	44.991	323.045	323.143	334.696	334.696	-268.407	-189.764	-189.764	-28.776	-18.976
1.0	338.926	456.518	44.991	322.758	322.856	337.926	337.926	-267.929	-189.426	-189.426	-28.743	-18.943
1.01	342.154	456.112	44.991	322.471	322.569	341.154	341.154	-267.454	-189.09	-189.09	-28.709	-18.909
1.02	345.379	455.707	44.991	322.184	322.282	344.379	344.379	-266.978	-188.753	-188.753	-28.675	-18.875
1.03	348.601	455.302	44.991	321.898	321.996	347.601	347.601	-266.504	-188.418	-188.418	-28.642	-18.842
1.04	351.82	454.898	44.991	321.612	321.71	350.82	350.82	-266.031	-188.084	-188.084	-28.608	-18.808
1.05	355.036	454.494	44.991	321.327	321.425	354.036	354.036	-265.559	-187.75	-187.75	-28.575	-18.775
1.06	358.249	454.091	44.991	321.042	321.14	357.249	357.249	-265.087	-187.417	-187.417	-28.542	-18.742
1.07	361.459	453.689	44.991	320.757	320.855	360.459	360.459	-264.617	-187.084	-187.084	-28.508	-18.708
1.08	364.667	453.287	44.991	320.473	320.571	363.667	363.667	-264.149	-186.753	-186.753	-28.475	-18.675
1.09	367.872	452.886	44.991	320.189	320.287	366.872	366.872	-263.681	-186.423	-186.423	-28.442	-18.642
1.1	371.074	452.485	44.991	319.906	320.004	370.074	370.074	-263.215	-186.093	-186.093	-28.409	-18.609
1.11	374.273	452.085	44.991	319.623	319.721	373.273	373.273	-262.749	-185.763	-185.763	-28.376	-18.576
1.12	377.469	451.685	44.991	319.341	319.439	376.469	376.469	-262.285	-185.435	-185.435	-28.344	-18.544
1.13	380.662	451.286	44.991	319.058	319.156	379.662	379.662	-261.821	-185.107	-185.107	-28.311	-18.511
1.14	383.853	450.887	44.991	318.776	318.874	382.853	382.853	-261.358	-184.78	-184.78	-28.278	-18.478
1.15	387.041	450.489	44.991	318.495	318.593	386.041	386.041	-260.896	-184.454	-184.454	-28.245	-18.445
1.16	390.226	450.091	44.991	318.214	318.312	389.226	389.226	-260.436	-184.128	-184.128	-28.213	-18.413
1.17	393.408	449.694	44.991	317.933	318.031	392.408	392.408	-259.976	-183.803	-183.803	-28.18	-18.38
1.18	396.587	449.297	44.991	317.652	317.75	395.587	395.587	-259.518	-183.479	-183.479	-28.148	-18.348
1.19	399.764	448.901	44.991	317.372	317.47	398.764	398.764	-259.06	-183.155	-183.155	-28.116	-18.316
1.2	402.938	448.505	44.991	317.092	317.19	401.938	401.938	-258.603	-182.832	-182.832	-28.083	-18.283
1.21	406.109	448.11	44.991	316.813	316.911	405.109	405.109	-258.147	-182.51	-182.51	-28.051	-18.251
1.22	409.277	447.715	44.991	316.534	316.632	408.277	408.277	-257.692	-182.189	-182.189	-28.019	-18.219
1.23	412.442	447.321	44.991	316.255	316.353	411.442	411.442	-257.238	-181.868	-181.868	-27.987	-18.187
1.24	415.605	446.927	44.991	315.976	316.074	414.605	414.605	-256.786	-181.548	-181.548	-27.955	-18.155
1.25	418.765	446.534	44.991	315.698	315.796	417.765	417.765	-256.334	-181.228	-181.228	-27.923	-18.123
1.26	421.922	446.141	44.991	315.421	315.519	420.922	420.922	-255.883	-180.909	-180.909	-27.891	-18.091
1.27	425.076	445.749	44.991	315.143	315.241	424.076	424.076	-255.433	-180.591	-180.591	-27.859	-18.059
1.28	428.227	445.357	44.991	314.866	314.964	427.227	427.227	-254.984	-180.274	-180.274	-27.827	-18.027
1.29	431.376	444.966	44.991	314.589	314.687	430.376	430.376	-254.536	-179.957	-179.957	-27.796	-17.996
1.3	434.522	444.575	44.991	314.313	314.411	433.522	433.522	-254.089	-179.641	-179.641	-27.764	-17.964
1.31	437.665	444.185	44.991	314.037	314.135	436.665	436.665	-253.643	-179.325	-179.325	-27.733	-17.933
1.32	440.805	443.795	44.991	313.762	313.86	439.805	439.805	-253.198	-179.011	-179.011	-27.701	-17.901
1.33	443.943	443.406	44.991	313.486	313.584	442.943	442.943	-252.754	-178.697	-178.697	-27.67	-17.87
1.34	447.078	443.017	44.991	313.212	313.31	446.078	446.078	-252.311	-178.384	-178.384	-27.638	-17.838
1.35	450.21	442.629	44.991	312.937	313.035	449.21	449.21	-251.868	-178.071	-178.071	-27.607	-17.807
1.36	453.339	442.241	44.991	312.663	312.761	452.339	452.339	-251.427	-177.759	-177.759	-27.576	-17.776
1.37	456.466	441.854	44.991	312.389	312.487	455.466	455.466	-250.987	-177.448	-177.448	-27.545	-17.745
1.38	459.59	441.467	44.991	312.116	312.214	458.59	458.59	-250.548	-177.137	-177.137	-27.514	-17.714
1.39	462.711	441.081	44.991	311.842	311.94	461.711	461.711	-250.109	-176.827	-176.827	-27.483	-17.683
1.4	465.829	440.695	44.991	311.57	311.668	464.829	464.829	-249.672	-176.518	-176.518	-27.452	-17.652
1.41	468.945	440.31	44.991	311.297	311.395	467.945	467.945	-249.235	-176.209	-176.209	-27.421	-17.621
1.42	472.058	439.925	44.991	311.025	311.123	471.058	471.058	-248.8	-175.901	-175.901	-27.39	-17.59
1.43	475.168	439.541	44.991	310.753	310.851	474.168	474.168	-248.365	-175.594	-175.594	-27.359	-17.559
1.44	478.276	439.157	44.991	310.482	310.58	477.276	477.276	-247.931	-175.287	-175.287	-27.329	-17.529
1.45	481.381	438.774	44.991	310.211	310.309	480.381	480.381	-247.498	-174.981	-174.981	-27.298	-17.498
1.46	484.483	438.391	44.991	309.941	310.039	483.483	483.483	-247.067	-174.676	-174.676	-27.268	-17.468
1.47	487.582	438.009	44.991	309.67	309.768	486.582	486.582	-246.636	-174.371	-174.371	-27.237	-17.437
1.48	490.679	437.627	44.991	309.4	309.498	489.679	489.679	-246.206	-174.068	-174.068	-27.207	-17.407
1.49	493.773	437.246	44.991	309.131	309.229	492.773	492.773	-245.777	-173.764	-173.764	-27.176	-17.376
1.5	496.864	436.865	44.991	308.861	308.959	495.864	495.864	-245.349	-173.462	-173.462	-27.146	-17.346
1.51	499.953	436.485	44.991	308.592	308.69	498.953	498.953	-244.922	-173.16	-173.16	-27.116	-17.316
1.52	503.039	436.105	44.991	308.324	308.422	502.039	502.039	-244.496	-172.858	-172.858	-27.086	-17.286
1.53	506.122	435.726	44.991	308.056	308.154	505.122	505.122	-244.07	-172.558	-172.558	-27.056	-17.256
1.54	509.203	435.347	44.991	307.788	307.886	508.203	508.203	-243.646	-172.258	-172.258	-27.026	-17.226
1.55	512.281	434.969	44.991	307.52	307.618	511.281	511.281	-243.222	-171.958	-171.958	-26.996	-17.196
1.56	515.356	434.591	44.991	307.253	307.351	514.356	514.356	-242.8	-171.66	-171.66	-26.966	-17.166
1.57	518.429	434.214	44.991	306.986	307.084	517.429	517.429	-242.378	-171.362	-171.362	-26.936	-17.136
1.58	521.499	433.837	44.991	306.72	306.818	520.499	520.499	-241.958	-171.064	-171.064	-26.906	-17.106
1.59	524.566	433.461	44.991	306.454	306.552	523.566	523.566	-241.538	-170.767	-170.767	-26.877	-17.077
1.6	527.631	433.085	44.991	306.188	306.286	526.631	526.631	-241.12	-170.472	-170.472	-26.847	-17.047
1.61	530.693	432.71	44.991	305.923	306.021	529.693	529.693	-240.701	-170.176	-170.176	-26.818	-17.018
1.62	533.752	432.335	44.991	305.658	305.756	532.752	532.752	-240.285	-169.881	-169.881	-26.788	-16.988
1.63	536.809	431.961	44.991	305.393	305.491	535.809	535.809	-239.869	-169.587	-169.587	-26.759	-16.959
1.64	539.863	431.587	44.991	305.129	305.227	538.863	538.863	-239.454	-169.294	-169.294	-26.729	-16.929
1.65	542.914	431.214	44.991	304.865	304.963	541.914	541.914	-239.039	-169.001	-169.001	-26.7	-16.9
1.66	545.963	430.841	44.991	304.602	304.7	544.963	544.963	-238.626	-168.709	-168.709	-26.671	-16.871
1.67	549.009	430.468	44.991	304.338	304.436	548.009	548.009	-238.214	-168.417	-168.417	-26.642	-16.842
1.68	552.052	430.096	44.991	304.075	304.173	551.052	551.052	-237.801	-168.126	-168.126	-26.613	-16.813
1.69	555.093	429.724	44.991	303.812	303.91	554.093	554.093	-237.39	-167.835	-167.835	-26.584	-16.784
1.7	558.131	429.353	44.991	303.549	303.647	557.131	557.131	-236.98	-167.545	-167.545	-26.554	-16.754
1.71	561.167	428.982	44.991	303.287	303.385	560.167	560.167	-236.571	-167.256	-167.256	-26.526	-16.726
1.72	564.2	428.612	44.991	303.025	303.123	563.2	563.2	-236.162	-166.967	-166.967	-26.497	-16.697
1.73	567.23	428.242	44.991	302.764	302.862	566.23	566.23	-235.755	-166.679	-166.679	-26.468	-16.668
1.74	570.258	427.873	44.991	302.503	302.601	569.258	569.258	-235.348	-166.391	-166.391	-26.439	-16.639
1.75	573.283	427.504	44.991	302.242	302.34	572.283	572.283	-234.943	-166.105	-166.105	-26.41	-16.61
1.76	576.305	427.136	44.991	301.982	302.08	575.305	575.305	-234.538	-165.818	-165.818	-26.382	-16.582
1.77	579.325	426.768	44.991	301.722	301.82	578.325	578.325	-234.134	-165.533	-165.533	-26.353	-16.553
1.78	582.342	426.401	44.991	301.462	301.56	581.342	581.342	-233.731	-165.248	-165.248	-26.325	-16.525
1.79	585.357	426.034	44.991	301.203	301.301	584.357	584.357	-233.329	-164.964	-164.964	-26.296	-16.496
1.8	588.369	425.667	44.991	300.943	301.041	587.369	587.369	-232.928	-164.68	-164.68	-26.268	-16.468
1.81	591.378	425.301	44.991	300.684	300.782	590.378	590.378	-232.527	-164.396	-164.396	-26.24	-16.44
1.82	594.385	424.935	44.991	300.426	300.524	593.385	593.385	-232.127	-164.114	-164.114	-26.211	-16.411
1.83	597.389	424.57	44.991	300.167	300.265	596.389	596.389	-231.727	-163.831	-163.831	-26.183	-16.383
1.84	600.391	424.205	44.991	299.909	300.007	599.391	599.391	-231.33	-163.55	-163.55	-26.155	-16.355
1.85	603.39	423.841	44.991	299.652	299.75	602.39	602.39	-230.932	-163.269	-163.269	-26.127	-16.327
1.86	606.387	423.477	44.991	299.395	299.493	605.387	605.387	-230.536	-162.989	-162.989	-26.099	-16.299
1.87	609.381	423.114	44.991	299.138	299.236	608.381	608.381	-230.14	-162.709	-162.709	-26.071	-16.271
1.88	612.372	422.751	44.991	298.881	298.979	611.372	611.372	-229.746	-162.43	-162.43	-26.043	-16.243
1.89	615.361	422.389	44.991	298.625	298.723	614.361	614.361	-229.352	-162.152	-162.152	-26.015	-16.215
1.9	618.347	422.027	44.991	298.369	298.467	617.347	617.347	-228.959	-161.874	-161.874	-25.987	-16.187
1.91	621.331	421.665	44.991	298.113	298.211	620.331	620.331	-228.567	-161.597	-161.597	-25.96	-16.16
1.92	624.312	421.304	44.991	297.858	297.956	623.312	623.312	-228.175	-161.32	-161.32	-25.932	-16.132
1.93	627.291	420.943	44.991	297.603	297.701	626.291	626.291	-227.784	-161.043	-161.043	-25.904	-16.104
1.94	630.267	420.583	44.991	297.348	297.446	629.267	629.267	-227.394	-160.768	-160.768	-25.877	-16.077
1.95	633.241	420.223	44.991	297.094	297.192	632.241	632.241	-227.005	-160.493	-160.493	-25.849	-16.049
1.96	636.212	419.864	44.991	296.839	296.937	635.212	635.212	-226.617	-160.218	-160.218	-25.822	-16.022
1.97	639.18	419.505	44.991	296.586	296.684	638.18	638.18	-226.23	-159.944	-159.944	-25.794	-15.994
1.98	642.146	419.147	44.991	296.332	296.43	641.146	641.146	-225.843	-159.671	-159.671	-25.767	-15.967
1.99	645.109	418.789	44.991	296.08	296.178	644.109	644.109	-225.458	-159.399	-159.399	-25.74	-15.94
2.0	648.07	418.431	44.991	295.827	295.925	647.07	647.07	-225.073	-159.126	-159.126	-25.713	-15.913
2.01	651.028	418.074	44.991	295.574	295.672	650.028	650.028	-224.688	-158.855	-158.855	-25.685	-15.885
2.02	653.984	417.717	44.99	295.322	295.42	652.984	652.984	-224.305	-158.584	-158.584	-25.658	-15.858
2.03	656.937	417.361	44.99	295.07	295.168	655.937	655.937	-223.922	-158.313	-158.313	-25.631	-15.831
2.04	659.888	417.005	44.99	294.818	294.916	658.888	658.888	-223.541	-158.043	-158.043	-25.604	-15.804
2.05	662.836	416.65	44.99	294.567	294.665	661.836	661.836	-223.159	-157.774	-157.774	-25.577	-15.777
2.06	665.782	416.295	44.99	294.316	294.414	664.782	664.782	-222.78	-157.505	-157.505	-25.551	-15.751
2.07	668.725	415.94	44.99	294.065	294.163	667.725	667.725	-222.4	-157.237	-157.237	-25.524	-15.724
2.08	671.666	415.586	44.99	293.815	293.913	670.666	670.666	-222.021	-156.969	-156.969	-25.497	-15.697
2.09	674.604	415.232	44.99	293.565	293.663	673.604	673.604	-221.643	-156.702	-156.702	-25.47	-15.67
2.1	677.54	414.879	44.99	293.315	293.413	676.54	676.54	-221.266	-156.435	-156.435	-25.443	-15.643
2.11	680.473	414.526	44.99	293.065	293.163	679.473	679.473	-220.89	-156.169	-156.169	-25.417	-15.617
2.12	683.404	414.174	44.99	292.816	292.914	682.404	682.404	-220.514	-155.903	-155.903	-25.39	-15.59
2.13	686.332	413.822	44.99	292.567	292.665	685.332	685.332	-220.14	-155.639	-155.639	-25.364	-15.564
2.14	689.258	413.47	44.99	292.319	292.417	688.258	688.258	-219.766	-155.374	-155.374	-25.337	-15.537
2.15	692.181	413.119	44.99	292.07	292.168	691.181	691.181	-219.392	-155.11	-155.11	-25.311	-15.511
2.16	695.102	412.768	44.99	291.822	291.92	694.102	694.102	-219.02	-154.847	-154.847	-25.285	-15.485
2.17	698.02	412.418	44.99	291.574	291.672	697.02	697.02	-218.648	-154.584	-154.584	-25.258	-15.458
2.18	700.936	412.068	44.99	291.327	291.425	699.936	699.936	-218.277	-154.322	-154.322	-25.232	-15.432
2.19	703.849	411.719	44.99	291.08	291.178	702.849	702.849	-217.907	-154.06	-154.06	-25.206	-15.406
2.2	706.76	411.37	44.99	290.834	290.932	705.76	705.76	-217.538	-153.799	-153.799	-25.18	-15.38
2.21	709.668	411.021	44.99	290.587	290.685	708.668	708.668	-217.169	-153.538	-153.538	-25.154	-15.354
2.22	712.574	410.673	44.99	290.341	290.439	711.574	711.574	-216.801	-153.278	-153.278	-25.128	-15.328
2.23	715.477	410.325	44.99	290.095	290.193	714.477	714.477	-216.434	-153.019	-153.019	-25.102	-15.302
2.24	718.378	409.978	44.99	289.849	289.947	717.378	717.378	-216.067	-152.759	-152.759	-25.076	-15.276
2.25	721.277	409.631	44.99	289.604	289.702	720.277	720.277	-215.702	-152.501	-152.501	-25.05	-15.25
2.26	724.173	409.285	44.99	289.359	289.457	723.173	723.173	-215.337	-152.243	-152.243	-25.024	-15.224
2.27	727.067	408.939	44.99	289.115	289.213	726.067	726.067	-214.973	-151.986	-151.986	-24.999	-15.199
2.28	729.958	408.593	44.99	288.87	288.968	728.958	728.958	-214.61	-151.729	-151.729	-24.973	-15.173
2.29	732.847	408.248	44.99	288.626	288.724	731.847	731.847	-214.247	-151.472	-151.472	-24.947	-15.147
2.3	735.733	407.903	44.99	288.382	288.48	734.733	734.733	-213.885	-151.217	-151.217	-24.922	-15.122
2.31	738.617	407.559	44.99	288.138	288.236	737.617	737.617	-213.524	-150.961	-150.961	-24.896	-15.096
2.32	741.498	407.215	44.99	287.896	287.994	740.498	740.498	-213.164	-150.707	-150.707	-24.871	-15.071
2.33	744.377	406.871	44.99	287.653	287.751	743.377	743.377	-212.804	-150.453	-150.453	-24.845	-15.045
2.34	747.254	406.528	44.99	287.41	287.508	746.254	746.254	-212.445	-150.198	-150.198	-24.82	-15.02
2.35	750.128	406.185	44.99	287.167	287.265	749.128	749.128	-212.087	-149.945	-149.945	-24.795	-14.995
2.36	753.0	405.843	44.99	286.925	287.023	752.0	752.0	-211.729	-149.692	-149.692	-24.769	-14.969
2.37	755.869	405.501	44.99	286.684	286.782	754.869	754.869	-211.373	-149.44	-149.44	-24.744	-14.944
2.38	758.736	405.159	44.99	286.442	286.54	757.736	757.736	-211.016	-149.189	-149.189	-24.719	-14.919
