t_resolution                            - 0.01
accuracy                                - 3

u                                       - 150.0
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 0.01
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
2.36	8.542	7.88	-75.876	-7.641	1.923	7.541	21.6	-0.079	0.077	-0.02	-2.11	-1.96
2.37	8.466	7.897	-76.054	-7.664	1.903	7.465	21.619	-0.08	0.077	-0.019	-2.07	-1.944
2.38	8.389	7.916	-76.232	-7.688	1.884	7.388	21.638	-0.08	0.078	-0.019	-2.029	-1.929
2.39	8.312	7.929	-76.396	-7.706	1.865	7.311	21.657	-0.08	0.078	-0.019	-1.992	-1.914
2.4	8.235	7.944	-76.575	-7.727	1.844	7.234	21.676	-0.081	0.078	-0.019	-1.958	-1.896
2.41	8.158	7.961	-76.753	-7.749	1.824	7.157	21.694	-0.081	0.079	-0.019	-1.92	-1.879
2.42	8.081	7.972	-76.918	-7.765	1.804	7.08	21.712	-0.081	0.079	-0.019	-1.886	-1.863
2.43	8.003	7.985	-77.096	-7.783	1.783	7.002	21.73	-0.082	0.079	-0.018	-1.856	-1.843
2.44	7.925	8.0	-77.274	-7.804	1.762	6.924	21.748	-0.082	0.08	-0.018	-1.822	-1.825
2.45	7.847	8.01	-77.439	-7.818	1.742	6.846	21.766	-0.082	0.08	-0.018	-1.792	-1.807
2.46	7.769	8.022	-77.617	-7.835	1.72	6.768	21.783	-0.082	0.08	-0.018	-1.764	-1.787
2.47	7.691	8.036	-77.795	-7.855	1.699	6.69	21.8	-0.083	0.081	-0.018	-1.732	-1.767
2.48	7.612	8.045	-77.96	-7.868	1.678	6.611	21.817	-0.083	0.081	-0.017	-1.703	-1.749
2.49	7.533	8.058	-78.083	-7.885	1.664	6.532	21.834	-0.083	0.081	-0.017	-1.677	-1.736
2.5	7.454	8.066	-78.249	-7.897	1.643	6.453	21.851	-0.083	0.081	-0.017	-1.651	-1.717
2.51	7.375	8.079	-78.371	-7.913	1.628	6.374	21.867	-0.083	0.082	-0.017	-1.626	-1.703
2.52	7.296	8.088	-78.482	-7.925	1.615	6.295	21.883	-0.084	0.082	-0.017	-1.6	-1.692
2.53	7.217	8.102	-78.604	-7.942	1.601	6.216	21.899	-0.084	0.082	-0.017	-1.573	-1.679
2.54	7.138	8.112	-78.715	-7.955	1.588	6.137	21.915	-0.084	0.083	-0.017	-1.545	-1.668
2.55	7.058	8.127	-78.837	-7.973	1.573	6.057	21.931	-0.084	0.083	-0.017	-1.516	-1.655
2.56	6.978	8.138	-78.948	-7.987	1.56	5.977	21.947	-0.085	0.083	-0.016	-1.485	-1.644
2.57	6.898	8.146	-79.059	-7.998	1.546	5.897	21.963	-0.085	0.083	-0.016	-1.462	-1.632
2.58	6.818	8.159	-79.18	-8.014	1.532	5.817	21.978	-0.085	0.084	-0.016	-1.438	-1.618
2.59	6.738	8.169	-79.291	-8.026	1.518	5.737	21.993	-0.085	0.084	-0.016	-1.411	-1.606
2.6	6.658	8.183	-79.413	-8.044	1.504	5.657	22.008	-0.086	0.084	-0.016	-1.382	-1.593
2.61	6.578	8.194	-79.524	-8.057	1.49	5.577	22.023	-0.086	0.084	-0.016	-1.353	-1.581
2.62	6.497	8.202	-79.635	-8.068	1.476	5.496	22.038	-0.086	0.085	-0.016	-1.33	-1.568
2.63	6.416	8.215	-79.757	-8.084	1.461	5.415	22.053	-0.086	0.085	-0.016	-1.305	-1.554
2.64	6.335	8.225	-79.868	-8.096	1.447	5.334	22.068	-0.087	0.085	-0.015	-1.278	-1.542
2.65	6.254	8.232	-79.979	-8.106	1.432	5.253	22.082	-0.087	0.085	-0.015	-1.257	-1.528
2.66	6.173	8.244	-80.101	-8.121	1.417	5.172	22.096	-0.087	0.086	-0.015	-1.234	-1.513
2.67	6.092	8.253	-80.212	-8.132	1.403	5.091	22.11	-0.087	0.086	-0.015	-1.209	-1.5
2.68	6.011	8.259	-80.323	-8.141	1.388	5.01	22.124	-0.087	0.086	-0.015	-1.19	-1.486
2.69	5.93	8.27	-80.445	-8.155	1.373	4.929	22.138	-0.088	0.086	-0.015	-1.169	-1.471
2.7	5.848	8.278	-80.556	-8.166	1.358	4.847	22.152	-0.088	0.087	-0.015	-1.146	-1.457
2.71	5.766	8.283	-80.668	-8.173	1.343	4.765	22.166	-0.088	0.087	-0.014	-1.129	-1.442
2.72	5.684	8.293	-80.789	-8.186	1.328	4.683	22.179	-0.088	0.087	-0.014	-1.11	-1.426
2.73	5.602	8.301	-80.9	-8.196	1.313	4.601	22.192	-0.088	0.087	-0.014	-1.089	-1.412
2.74	5.52	8.306	-81.012	-8.204	1.298	4.519	22.205	-0.088	0.087	-0.014	-1.072	-1.397
2.75	5.438	8.316	-81.133	-8.217	1.282	4.437	22.218	-0.089	0.087	-0.014	-1.053	-1.381
2.76	5.356	8.324	-81.244	-8.227	1.267	4.355	22.231	-0.089	0.088	-0.014	-1.032	-1.367
2.77	5.274	8.329	-81.356	-8.234	1.252	4.273	22.244	-0.089	0.088	-0.014	-1.015	-1.352
2.78	5.192	8.339	-81.477	-8.247	1.236	4.191	22.256	-0.089	0.088	-0.013	-0.995	-1.335
2.79	5.11	8.347	-81.589	-8.257	1.221	4.109	22.268	-0.089	0.088	-0.013	-0.974	-1.321
2.8	5.027	8.352	-81.701	-8.265	1.206	4.026	22.28	-0.089	0.088	-0.013	-0.957	-1.305
2.81	4.944	8.363	-81.821	-8.278	1.19	3.943	22.292	-0.09	0.089	-0.013	-0.938	-1.289
2.82	4.861	8.371	-81.933	-8.289	1.175	3.86	22.304	-0.09	0.089	-0.013	-0.914	-1.275
2.83	4.778	8.377	-82.045	-8.296	1.159	3.777	22.316	-0.09	0.089	-0.013	-0.897	-1.259
2.84	4.695	8.38	-82.157	-8.302	1.144	3.694	22.328	-0.09	0.089	-0.012	-0.885	-1.243
2.85	4.612	8.389	-82.277	-8.313	1.127	3.611	22.339	-0.09	0.089	-0.012	-0.869	-1.226
2.86	4.529	8.396	-82.389	-8.322	1.112	3.528	22.35	-0.09	0.09	-0.012	-0.85	-1.21
2.87	4.446	8.401	-82.501	-8.329	1.096	3.445	22.361	-0.09	0.09	-0.012	-0.835	-1.194
2.88	4.363	8.404	-82.557	-8.334	1.089	3.362	22.372	-0.091	0.09	-0.012	-0.824	-1.186
2.89	4.28	8.415	-82.621	-8.345	1.081	3.279	22.383	-0.091	0.09	-0.012	-0.809	-1.178
2.9	4.197	8.423	-82.733	-8.356	1.065	3.196	22.394	-0.091	0.09	-0.012	-0.785	-1.163
2.91	4.113	8.429	-82.845	-8.363	1.05	3.112	22.405	-0.091	0.09	-0.011	-0.768	-1.147
2.92	4.029	8.434	-82.901	-8.369	1.042	3.028	22.416	-0.091	0.09	-0.011	-0.755	-1.14
2.93	3.945	8.438	-82.958	-8.374	1.034	2.944	22.426	-0.091	0.091	-0.011	-0.745	-1.132
2.94	3.861	8.441	-83.014	-8.378	1.027	2.86	22.436	-0.091	0.091	-0.011	-0.736	-1.124
2.95	3.777	8.451	-83.077	-8.389	1.019	2.776	22.446	-0.091	0.091	-0.011	-0.72	-1.116
2.96	3.693	8.46	-83.133	-8.399	1.011	2.692	22.456	-0.092	0.091	-0.011	-0.699	-1.109
2.97	3.609	8.467	-83.189	-8.408	1.004	2.608	22.466	-0.092	0.091	-0.011	-0.679	-1.102
2.98	3.525	8.473	-83.245	-8.414	0.997	2.524	22.476	-0.092	0.091	-0.011	-0.664	-1.095
2.99	3.441	8.478	-83.301	-8.42	0.989	2.44	22.486	-0.092	0.091	-0.011	-0.651	-1.087
3.0	3.357	8.482	-83.358	-8.425	0.981	2.356	22.496	-0.092	0.092	-0.011	-0.641	-1.079
3.01	3.273	8.485	-83.414	-8.429	0.973	2.272	22.506	-0.092	0.092	-0.011	-0.632	-1.071
3.02	3.189	8.487	-83.47	-8.432	0.965	2.188	22.516	-0.092	0.092	-0.011	-0.625	-1.063
3.03	3.105	8.496	-83.533	-8.442	0.957	2.104	22.526	-0.092	0.092	-0.011	-0.612	-1.054
3.04	3.021	8.504	-83.589	-8.451	0.95	2.02	22.536	-0.093	0.092	-0.01	-0.592	-1.047
3.05	2.936	8.511	-83.645	-8.459	0.942	1.935	22.546	-0.093	0.092	-0.01	-0.575	-1.039
3.06	2.851	8.517	-83.701	-8.466	0.934	1.85	22.555	-0.093	0.092	-0.01	-0.56	-1.032
3.07	2.766	8.522	-83.758	-8.471	0.927	1.765	22.564	-0.093	0.093	-0.01	-0.547	-1.024
3.08	2.681	8.526	-83.814	-8.476	0.919	1.68	22.573	-0.093	0.093	-0.01	-0.536	-1.016
3.09	2.596	8.529	-83.87	-8.48	0.911	1.595	22.582	-0.093	0.093	-0.01	-0.527	-1.008
3.1	2.511	8.531	-83.926	-8.483	0.903	1.51	22.591	-0.093	0.093	-0.01	-0.521	-0.999
3.11	2.426	8.532	-83.983	-8.485	0.894	1.425	22.6	-0.093	0.093	-0.01	-0.516	-0.99
3.12	2.341	8.532	-84.039	-8.486	0.886	1.34	22.609	-0.093	0.093	-0.01	-0.514	-0.981
3.13	2.256	8.54	-84.101	-8.494	0.878	1.255	22.618	-0.093	0.093	-0.01	-0.505	-0.972
3.14	2.171	8.547	-84.158	-8.502	0.87	1.17	22.627	-0.094	0.093	-0.01	-0.487	-0.964
3.15	2.086	8.553	-84.214	-8.509	0.862	1.085	22.636	-0.094	0.093	-0.01	-0.472	-0.956
3.16	2.001	8.558	-84.27	-8.515	0.854	1.0	22.645	-0.094	0.093	-0.009	-0.459	-0.948
3.17	1.916	8.562	-84.326	-8.52	0.846	0.915	22.654	-0.094	0.094	-0.009	-0.448	-0.94
3.18	1.831	8.565	-84.383	-8.524	0.838	0.83	22.662	-0.094	0.094	-0.009	-0.439	-0.931
3.19	1.746	8.567	-84.439	-8.527	0.83	0.745	22.67	-0.094	0.094	-0.009	-0.433	-0.923
3.2	1.661	8.568	-84.496	-8.528	0.822	0.66	22.678	-0.094	0.094	-0.009	-0.428	-0.914
3.21	1.576	8.568	-84.552	-8.529	0.813	0.575	22.686	-0.094	0.094	-0.009	-0.426	-0.904
3.22	1.491	8.567	-84.608	-8.529	0.805	0.49	22.694	-0.094	0.094	-0.009	-0.426	-0.895
3.23	1.406	8.574	-84.67	-8.537	0.796	0.405	22.702	-0.094	0.094	-0.009	-0.419	-0.885
3.24	1.321	8.58	-84.726	-8.544	0.789	0.32	22.71	-0.094	0.094	-0.009	-0.404	-0.877
3.25	1.236	8.585	-84.783	-8.55	0.781	0.235	22.718	-0.094	0.094	-0.009	-0.391	-0.869
3.26	1.15	8.589	-84.839	-8.554	0.773	0.149	22.726	-0.095	0.094	-0.009	-0.38	-0.861
3.27	1.064	8.592	-84.896	-8.558	0.764	0.063	22.734	-0.095	0.094	-0.009	-0.371	-0.852
3.28	0.978	8.595	-84.952	-8.561	0.756	-0.023	22.742	-0.095	0.094	-0.008	-0.364	-0.843
3.29	0.892	8.597	-85.008	-8.564	0.748	-0.109	22.75	-0.095	0.094	-0.008	-0.358	-0.834
3.3	0.806	8.598	-85.065	-8.566	0.74	-0.195	22.757	-0.095	0.094	-0.008	-0.353	-0.825
3.31	0.72	8.598	-85.121	-8.567	0.731	-0.281	22.764	-0.095	0.094	-0.008	-0.351	-0.816
3.32	0.634	8.598	-85.178	-8.567	0.723	-0.367	22.771	-0.095	0.094	-0.008	-0.351	-0.806
3.33	0.548	8.597	-85.234	-8.567	0.714	-0.453	22.778	-0.095	0.094	-0.008	-0.351	-0.797
3.34	0.462	8.604	-85.295	-8.575	0.706	-0.539	22.785	-0.095	0.095	-0.008	-0.344	-0.787
3.35	0.376	8.61	-85.352	-8.581	0.698	-0.625	22.792	-0.095	0.095	-0.008	-0.328	-0.779
3.36	0.29	8.615	-85.408	-8.587	0.69	-0.711	22.799	-0.095	0.095	-0.008	-0.315	-0.771
3.37	0.204	8.619	-85.464	-8.592	0.682	-0.797	22.806	-0.095	0.095	-0.008	-0.304	-0.762
3.38	0.118	8.622	-85.521	-8.596	0.673	-0.883	22.813	-0.095	0.095	-0.008	-0.295	-0.753
3.39	0.032	8.625	-85.577	-8.599	0.665	-0.969	22.82	-0.095	0.095	-0.007	-0.289	-0.744
3.4	-0.054	8.627	-85.634	-8.602	0.657	-1.055	22.827	-0.095	0.095	-0.007	-0.282	-0.735
