t_resolution                            - 0.01
accuracy                                - 3

u                                       - 150.0
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 0.01
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
0.24	10.219	24.421	42.563	16.519	17.987	9.218	9.401	-0.821	-0.557	-0.603	-65.545	-60.342
0.25	10.384	23.591	42.353	15.893	17.434	9.383	9.581	-0.765	-0.517	-0.564	-61.538	-56.406
0.26	10.543	22.815	42.184	15.321	16.906	9.542	9.755	-0.714	-0.481	-0.528	-57.938	-52.78
0.27	10.696	22.089	42.016	14.785	16.411	9.695	9.924	-0.668	-0.449	-0.495	-54.689	-49.498
0.28	10.844	21.393	41.805	14.261	15.947	9.843	10.088	-0.626	-0.419	-0.465	-51.69	-46.524
0.29	10.987	20.74	41.636	13.779	15.5	9.986	10.247	-0.587	-0.392	-0.438	-48.974	-43.755
0.3	11.125	20.112	41.425	13.307	15.08	10.124	10.402	-0.552	-0.367	-0.412	-46.454	-41.235
0.31	11.258	19.535	41.218	12.873	14.695	10.257	10.553	-0.519	-0.344	-0.389	-44.164	-38.932
0.32	11.387	18.979	41.007	12.453	14.322	10.386	10.7	-0.49	-0.323	-0.368	-42.073	-36.828
0.33	11.512	18.456	40.757	12.049	13.98	10.511	10.843	-0.462	-0.303	-0.349	-40.124	-34.9
0.34	11.633	17.95	40.545	11.668	13.64	10.632	10.983	-0.437	-0.285	-0.331	-38.344	-33.091
0.35	11.75	17.474	40.295	11.301	13.328	10.749	11.119	-0.413	-0.269	-0.314	-36.677	-31.425
0.36	11.863	17.026	40.045	10.954	13.034	10.862	11.252	-0.392	-0.254	-0.299	-35.153	-29.898
0.37	11.972	16.593	39.752	10.611	12.757	10.971	11.382	-0.372	-0.239	-0.285	-33.72	-28.496
0.38	12.078	16.175	39.458	10.279	12.488	11.077	11.51	-0.353	-0.226	-0.272	-32.378	-27.171
0.39	12.181	15.781	39.208	9.976	12.228	11.18	11.635	-0.336	-0.214	-0.259	-31.154	-25.92
0.4	12.281	15.4	38.914	9.674	11.983	11.28	11.757	-0.32	-0.202	-0.248	-29.998	-24.769
0.41	12.378	15.032	38.62	9.382	11.744	11.377	11.877	-0.304	-0.191	-0.237	-28.913	-23.678
0.42	12.472	14.676	38.325	9.101	11.514	11.471	11.994	-0.29	-0.181	-0.226	-27.895	-22.647
0.43	12.563	14.344	37.995	8.83	11.304	11.562	12.109	-0.276	-0.171	-0.217	-26.937	-21.698
0.44	12.651	14.023	37.7	8.575	11.095	11.65	12.222	-0.264	-0.163	-0.208	-26.065	-20.807
0.45	12.737	13.712	37.405	8.33	10.893	11.736	12.333	-0.252	-0.154	-0.2	-25.244	-19.961
0.46	12.82	13.404	37.065	8.079	10.696	11.819	12.442	-0.241	-0.146	-0.192	-24.446	-19.158
0.47	12.901	13.117	36.735	7.846	10.512	11.9	12.549	-0.231	-0.139	-0.184	-23.703	-18.399
0.48	12.979	12.833	36.393	7.614	10.33	11.978	12.654	-0.221	-0.132	-0.177	-23.004	-17.686
0.49	13.055	12.562	36.017	7.387	10.16	12.054	12.757	-0.211	-0.125	-0.17	-22.333	-17.013
0.5	13.129	12.304	35.641	7.169	9.999	12.128	12.859	-0.203	-0.119	-0.164	-21.708	-16.383
0.51	13.201	12.058	35.266	6.962	9.845	12.2	12.959	-0.194	-0.113	-0.158	-21.126	-15.795
0.52	13.271	11.808	34.876	6.752	9.687	12.27	13.057	-0.187	-0.108	-0.152	-20.566	-15.226
0.53	13.339	11.571	34.5	6.554	9.536	12.338	13.154	-0.179	-0.102	-0.147	-20.035	-14.672
0.54	13.404	11.34	34.077	6.354	9.393	12.403	13.249	-0.172	-0.097	-0.142	-19.525	-14.158
0.55	13.468	11.116	33.653	6.16	9.253	12.467	13.343	-0.165	-0.092	-0.137	-19.042	-13.664
0.56	13.53	10.899	33.229	5.972	9.117	12.529	13.435	-0.159	-0.088	-0.132	-18.585	-13.193
0.57	13.59	10.689	32.806	5.791	8.984	12.589	13.526	-0.152	-0.084	-0.127	-18.154	-12.744
0.58	13.648	10.495	32.351	5.616	8.866	12.647	13.616	-0.147	-0.079	-0.123	-17.747	-12.331
0.59	13.704	10.303	31.879	5.441	8.749	12.703	13.705	-0.141	-0.076	-0.119	-17.362	-11.944
0.6	13.758	10.113	31.406	5.27	8.632	12.757	13.792	-0.136	-0.072	-0.116	-16.993	-11.566
0.61	13.811	9.926	30.933	5.102	8.514	12.81	13.878	-0.131	-0.068	-0.112	-16.638	-11.195
0.62	13.862	9.751	30.43	4.939	8.408	12.861	13.963	-0.126	-0.065	-0.108	-16.299	-10.848
0.63	13.911	9.575	29.908	4.774	8.3	12.91	14.047	-0.122	-0.062	-0.105	-15.974	-10.518
0.64	13.959	9.412	29.405	4.621	8.2	12.958	14.13	-0.118	-0.059	-0.102	-15.671	-10.201
0.65	14.005	9.249	28.882	4.467	8.099	13.004	14.212	-0.114	-0.056	-0.099	-15.382	-9.902
0.66	14.05	9.095	28.33	4.316	8.006	13.049	14.293	-0.11	-0.053	-0.096	-15.102	-9.617
0.67	14.093	8.943	27.806	4.172	7.91	13.092	14.373	-0.106	-0.05	-0.093	-14.842	-9.342
0.68	14.135	8.797	27.204	4.022	7.824	13.134	14.452	-0.103	-0.048	-0.091	-14.583	-9.083
0.69	14.175	8.65	26.629	3.877	7.732	13.174	14.53	-0.099	-0.045	-0.088	-14.339	-8.829
0.7	14.214	8.51	26.026	3.734	7.647	13.213	14.607	-0.096	-0.043	-0.086	-14.102	-8.584
0.71	14.251	8.378	25.425	3.597	7.567	13.25	14.684	-0.093	-0.041	-0.084	-13.88	-8.355
0.72	14.287	8.244	24.796	3.458	7.484	13.286	14.76	-0.09	-0.039	-0.081	-13.664	-8.134
0.73	14.322	8.116	24.143	3.32	7.406	13.321	14.835	-0.087	-0.037	-0.079	-13.454	-7.919
0.74	14.355	7.995	23.49	3.187	7.333	13.354	14.909	-0.085	-0.035	-0.077	-13.257	-7.718
0.75	14.387	7.875	22.861	3.059	7.256	13.386	14.982	-0.082	-0.033	-0.075	-13.073	-7.522
0.76	14.418	7.753	22.177	2.927	7.18	13.417	15.055	-0.08	-0.031	-0.073	-12.888	-7.33
0.77	14.447	7.638	21.472	2.796	7.108	13.446	15.127	-0.077	-0.029	-0.071	-12.708	-7.143
0.78	14.475	7.531	20.767	2.67	7.041	13.474	15.198	-0.075	-0.027	-0.07	-12.54	-6.97
0.79	14.502	7.425	20.084	2.55	6.973	13.501	15.268	-0.073	-0.026	-0.068	-12.384	-6.805
0.8	14.527	7.319	19.346	2.425	6.906	13.526	15.338	-0.071	-0.024	-0.066	-12.227	-6.643
0.81	14.551	7.221	18.589	2.302	6.844	13.55	15.407	-0.069	-0.023	-0.065	-12.075	-6.489
0.82	14.574	7.125	17.851	2.184	6.782	13.573	15.475	-0.067	-0.021	-0.063	-11.935	-6.344
0.83	14.596	7.032	17.113	2.069	6.721	13.595	15.543	-0.065	-0.02	-0.062	-11.8	-6.202
0.84	14.617	6.942	16.321	1.951	6.662	13.616	15.61	-0.063	-0.019	-0.061	-11.666	-6.067
0.85	14.637	6.855	15.529	1.835	6.605	13.636	15.677	-0.062	-0.017	-0.059	-11.538	-5.937
0.86	14.655	6.766	14.752	1.723	6.543	13.654	15.743	-0.06	-0.016	-0.058	-11.416	-5.807
0.87	14.672	6.683	13.96	1.612	6.486	13.671	15.808	-0.059	-0.015	-0.057	-11.298	-5.681
0.88	14.688	6.599	13.127	1.499	6.427	13.687	15.873	-0.057	-0.014	-0.056	-11.181	-5.56
0.89	14.703	6.522	12.281	1.387	6.373	13.702	15.937	-0.056	-0.013	-0.054	-11.069	-5.443
0.9	14.717	6.447	11.448	1.28	6.319	13.716	16.001	-0.055	-0.012	-0.053	-10.963	-5.333
0.91	14.73	6.374	10.559	1.168	6.266	13.729	16.064	-0.053	-0.011	-0.052	-10.856	-5.227
0.92	14.742	6.304	9.67	1.059	6.214	13.741	16.127	-0.052	-0.01	-0.051	-10.754	-5.125
0.93	14.753	6.239	8.782	0.953	6.165	13.752	16.189	-0.051	-0.009	-0.05	-10.657	-5.029
0.94	14.763	6.173	7.904	0.849	6.115	13.762	16.251	-0.05	-0.008	-0.049	-10.564	-4.935
0.95	14.772	6.109	7.025	0.747	6.063	13.771	16.312	-0.049	-0.007	-0.048	-10.475	-4.841
0.96	14.779	6.047	6.09	0.641	6.013	13.778	16.373	-0.048	-0.006	-0.048	-10.384	-4.751
0.97	14.785	5.988	5.155	0.538	5.964	13.784	16.433	-0.047	-0.005	-0.047	-10.297	-4.664
0.98	14.79	5.934	4.221	0.437	5.918	13.789	16.493	-0.046	-0.004	-0.046	-10.214	-4.583
0.99	14.794	5.881	3.293	0.338	5.871	13.793	16.552	-0.045	-0.003	-0.045	-10.134	-4.505
1.0	14.797	5.83	2.307	0.235	5.825	13.796	16.611	-0.044	-0.003	-0.044	-10.053	-4.43
1.01	14.799	5.782	1.323	0.133	5.781	13.798	16.669	-0.044	-0.002	-0.044	-9.974	-4.357
1.02	14.8	5.739	0.339	0.034	5.739	13.799	16.727	-0.043	-0.001	-0.043	-9.899	-4.29
1.03	14.8	5.697	-0.642	-0.064	5.697	13.799	16.784	-0.042	-0.0	-0.042	-9.825	-4.227
1.04	14.799	5.658	-1.623	-0.16	5.655	13.798	16.841	-0.042	0.0	-0.042	-9.754	-4.165
1.05	14.797	5.623	-2.602	-0.255	5.617	13.796	16.898	-0.041	0.001	-0.041	-9.685	-4.108
1.06	14.794	5.588	-3.583	-0.349	5.577	13.793	16.954	-0.041	0.002	-0.041	-9.617	-4.054
1.07	14.791	5.554	-4.564	-0.442	5.537	13.79	17.01	-0.04	0.002	-0.04	-9.552	-3.999
1.08	14.787	5.524	-5.601	-0.539	5.498	13.786	17.065	-0.04	0.003	-0.039	-9.483	-3.947
1.09	14.782	5.494	-6.642	-0.636	5.457	13.781	17.12	-0.039	0.004	-0.039	-9.416	-3.896
1.1	14.776	5.466	-7.683	-0.731	5.417	13.775	17.175	-0.039	0.004	-0.038	-9.351	-3.846
1.11	14.769	5.442	-8.723	-0.825	5.379	13.768	17.229	-0.038	0.005	-0.038	-9.286	-3.8
1.12	14.761	5.418	-9.771	-0.919	5.339	13.76	17.283	-0.038	0.006	-0.038	-9.222	-3.755
1.13	14.752	5.396	-10.818	-1.013	5.3	13.751	17.336	-0.038	0.006	-0.037	-9.16	-3.711
1.14	14.742	5.377	-11.864	-1.105	5.262	13.741	17.389	-0.037	0.007	-0.037	-9.098	-3.669
1.15	14.731	5.363	-12.907	-1.198	5.228	13.73	17.442	-0.037	0.008	-0.036	-9.036	-3.632
1.16	14.719	5.35	-13.906	-1.286	5.193	13.718	17.494	-0.037	0.008	-0.036	-8.977	-3.599
1.17	14.706	5.339	-14.904	-1.373	5.159	13.705	17.546	-0.037	0.009	-0.036	-8.918	-3.567
1.18	14.692	5.326	-15.917	-1.461	5.122	13.691	17.598	-0.037	0.009	-0.035	-8.86	-3.534
1.19	14.677	5.319	-16.914	-1.547	5.089	13.676	17.649	-0.036	0.01	-0.035	-8.803	-3.502
1.2	14.662	5.313	-17.924	-1.635	5.056	13.661	17.7	-0.036	0.011	-0.035	-8.743	-3.475
1.21	14.646	5.306	-18.952	-1.723	5.018	13.645	17.751	-0.036	0.011	-0.034	-8.684	-3.445
1.22	14.629	5.304	-19.962	-1.811	4.985	13.628	17.801	-0.036	0.012	-0.034	-8.626	-3.418
1.23	14.611	5.302	-20.935	-1.894	4.952	13.61	17.851	-0.036	0.012	-0.034	-8.569	-3.394
1.24	14.592	5.301	-21.908	-1.978	4.918	13.591	17.901	-0.036	0.013	-0.034	-8.512	-3.369
1.25	14.572	5.303	-22.88	-2.062	4.886	13.571	17.95	-0.036	0.013	-0.033	-8.455	-3.347
1.26	14.551	5.305	-23.873	-2.147	4.851	13.55	17.999	-0.036	0.014	-0.033	-8.396	-3.324
1.27	14.53	5.308	-24.866	-2.232	4.816	13.529	18.047	-0.036	0.015	-0.033	-8.337	-3.301
1.28	14.508	5.311	-25.807	-2.312	4.782	13.507	18.095	-0.036	0.015	-0.033	-8.281	-3.279
1.29	14.485	5.316	-26.747	-2.393	4.747	13.484	18.143	-0.036	0.016	-0.033	-8.225	-3.258
1.3	14.461	5.324	-27.686	-2.474	4.715	13.46	18.19	-0.036	0.016	-0.032	-8.168	-3.239
1.31	14.436	5.337	-28.623	-2.557	4.685	13.435	18.237	-0.036	0.017	-0.032	-8.109	-3.223
1.32	14.41	5.349	-29.537	-2.637	4.654	13.409	18.284	-0.037	0.018	-0.032	-8.049	-3.209
1.33	14.384	5.361	-30.45	-2.717	4.622	13.383	18.331	-0.037	0.018	-0.032	-7.99	-3.194
1.34	14.357	5.375	-31.363	-2.797	4.589	13.356	18.377	-0.037	0.019	-0.032	-7.93	-3.179
1.35	14.329	5.389	-32.227	-2.874	4.559	13.328	18.423	-0.037	0.019	-0.032	-7.872	-3.166
1.36	14.3	5.404	-33.091	-2.95	4.528	13.299	18.469	-0.037	0.02	-0.032	-7.814	-3.153
1.37	14.27	5.422	-33.954	-3.028	4.497	13.269	18.514	-0.037	0.02	-0.031	-7.754	-3.141
1.38	14.24	5.439	-34.848	-3.108	4.464	13.239	18.559	-0.038	0.021	-0.031	-7.691	-3.128
1.39	14.209	5.458	-35.663	-3.182	4.434	13.208	18.604	-0.038	0.022	-0.031	-7.632	-3.117
1.4	14.177	5.475	-36.511	-3.258	4.401	13.176	18.648	-0.038	0.022	-0.031	-7.571	-3.104
1.41	14.144	5.497	-37.324	-3.333	4.371	13.143	18.692	-0.038	0.023	-0.031	-7.511	-3.093
1.42	14.111	5.516	-38.127	-3.406	4.339	13.11	18.736	-0.039	0.023	-0.031	-7.45	-3.083
1.43	14.077	5.538	-38.894	-3.477	4.31	13.076	18.779	-0.039	0.024	-0.031	-7.391	-3.073
1.44	14.042	5.56	-39.696	-3.551	4.278	13.041	18.822	-0.039	0.025	-0.031	-7.328	-3.062
1.45	14.006	5.583	-40.498	-3.625	4.245	13.005	18.865	-0.04	0.025	-0.031	-7.265	-3.051
1.46	13.97	5.604	-41.258	-3.695	4.213	12.969	18.907	-0.04	0.026	-0.03	-7.204	-3.04
1.47	13.933	5.628	-41.979	-3.764	4.184	12.932	18.949	-0.04	0.027	-0.03	-7.144	-3.031
1.48	13.895	5.652	-42.738	-3.836	4.151	12.894	18.991	-0.041	0.027	-0.03	-7.081	-3.02
1.49	13.857	5.677	-43.497	-3.908	4.118	12.856	19.032	-0.041	0.028	-0.03	-7.016	-3.009
1.5	13.818	5.701	-44.215	-3.975	4.086	12.817	19.073	-0.041	0.028	-0.03	-6.954	-2.999
1.51	13.778	5.728	-44.893	-4.043	4.058	12.777	19.114	-0.042	0.029	-0.03	-6.893	-2.991
1.52	13.738	5.755	-45.61	-4.112	4.026	12.737	19.155	-0.042	0.03	-0.03	-6.827	-2.981
1.53	13.697	5.786	-46.286	-4.182	3.999	12.696	19.195	-0.043	0.03	-0.03	-6.761	-2.975
1.54	13.655	5.815	-46.964	-4.25	3.968	12.654	19.235	-0.043	0.031	-0.03	-6.694	-2.969
1.55	13.612	5.842	-47.642	-4.317	3.936	12.611	19.275	-0.043	0.032	-0.03	-6.628	-2.959
1.56	13.569	5.872	-48.278	-4.383	3.908	12.568	19.314	-0.044	0.032	-0.03	-6.563	-2.952
1.57	13.525	5.901	-48.876	-4.446	3.881	12.524	19.353	-0.044	0.033	-0.029	-6.499	-2.947
1.58	13.481	5.93	-49.475	-4.508	3.853	12.48	19.392	-0.045	0.034	-0.029	-6.435	-2.94
1.59	13.436	5.96	-50.073	-4.571	3.825	12.435	19.431	-0.045	0.034	-0.029	-6.37	-2.933
1.6	13.39	5.991	-50.671	-4.634	3.797	12.389	19.469	-0.046	0.035	-0.029	-6.304	-2.927
1.61	13.344	6.024	-51.269	-4.699	3.769	12.343	19.507	-0.046	0.036	-0.029	-6.235	-2.92
1.62	13.297	6.055	-51.831	-4.76	3.742	12.296	19.545	-0.047	0.036	-0.029	-6.168	-2.915
1.63	13.249	6.084	-52.394	-4.82	3.713	12.248	19.582	-0.047	0.037	-0.029	-6.102	-2.908
1.64	13.201	6.113	-52.957	-4.879	3.682	12.2	19.619	-0.048	0.038	-0.029	-6.038	-2.898
1.65	13.152	6.141	-53.52	-4.938	3.651	12.151	19.656	-0.048	0.038	-0.029	-5.973	-2.887
1.66	13.103	6.173	-54.038	-4.996	3.625	12.102	19.693	-0.048	0.039	-0.029	-5.909	-2.88
1.67	13.053	6.201	-54.568	-5.052	3.595	12.052	19.729	-0.049	0.04	-0.029	-5.844	-2.871
1.68	13.002	6.234	-55.084	-5.112	3.568	12.001	19.765	-0.049	0.04	-0.029	-5.778	-2.862
1.69	12.951	6.263	-55.615	-5.169	3.537	11.95	19.801	-0.05	0.041	-0.029	-5.71	-2.853
1.7	12.899	6.293	-56.099	-5.223	3.51	11.898	19.836	-0.05	0.042	-0.028	-5.647	-2.844
1.71	12.847	6.325	-56.583	-5.279	3.483	11.846	19.871	-0.051	0.042	-0.028	-5.582	-2.836
1.72	12.794	6.358	-57.066	-5.337	3.457	11.793	19.906	-0.051	0.043	-0.028	-5.513	-2.829
1.73	12.741	6.388	-57.519	-5.389	3.431	11.74	19.941	-0.052	0.044	-0.028	-5.448	-2.822
1.74	12.687	6.421	-58.003	-5.445	3.402	11.686	19.975	-0.052	0.044	-0.028	-5.38	-2.812
1.75	12.633	6.451	-58.456	-5.498	3.375	11.632	20.009	-0.053	0.045	-0.028	-5.313	-2.804
1.76	12.578	6.48	-58.91	-5.549	3.346	11.577	20.043	-0.053	0.046	-0.028	-5.25	-2.793
1.77	12.523	6.507	-59.364	-5.599	3.316	11.522	20.076	-0.054	0.046	-0.028	-5.187	-2.781
1.78	12.467	6.536	-59.769	-5.647	3.291	11.466	20.109	-0.054	0.047	-0.028	-5.127	-2.771
1.79	12.411	6.564	-60.223	-5.698	3.26	11.41	20.142	-0.055	0.047	-0.028	-5.063	-2.758
1.8	12.354	6.595	-60.628	-5.748	3.235	11.353	20.175	-0.055	0.048	-0.027	-5.001	-2.748
1.81	12.297	6.621	-61.055	-5.794	3.204	11.296	20.207	-0.056	0.049	-0.027	-4.938	-2.735
1.82	12.239	6.65	-61.46	-5.842	3.177	11.238	20.239	-0.056	0.049	-0.027	-4.877	-2.723
1.83	12.181	6.677	-61.837	-5.887	3.152	11.18	20.271	-0.057	0.05	-0.027	-4.817	-2.713
1.84	12.122	6.709	-62.242	-5.937	3.125	11.121	20.303	-0.057	0.05	-0.027	-4.754	-2.7
1.85	12.063	6.739	-62.619	-5.984	3.099	11.062	20.334	-0.058	0.051	-0.027	-4.688	-2.692
1.86	12.003	6.768	-62.997	-6.03	3.073	11.002	20.365	-0.058	0.052	-0.027	-4.625	-2.681
1.87	11.943	6.797	-63.374	-6.076	3.046	10.942	20.396	-0.059	0.052	-0.027	-4.562	-2.669
1.88	11.882	6.825	-63.752	-6.122	3.018	10.881	20.426	-0.059	0.053	-0.027	-4.5	-2.656
1.89	11.821	6.853	-64.13	-6.166	2.99	10.82	20.456	-0.06	0.054	-0.026	-4.438	-2.642
1.9	11.759	6.881	-64.508	-6.211	2.962	10.758	20.486	-0.06	0.054	-0.026	-4.376	-2.628
1.91	11.697	6.91	-64.886	-6.257	2.933	10.696	20.516	-0.061	0.055	-0.026	-4.313	-2.613
1.92	11.634	6.933	-65.24	-6.296	2.904	10.633	20.545	-0.061	0.055	-0.026	-4.255	-2.598
1.93	11.571	6.961	-65.567	-6.337	2.879	10.57	20.574	-0.062	0.056	-0.026	-4.199	-2.585
1.94	11.508	6.986	-65.87	-6.376	2.856	10.507	20.603	-0.062	0.057	-0.026	-4.141	-2.574
1.95	11.444	7.016	-66.196	-6.419	2.832	10.443	20.632	-0.063	0.057	-0.026	-4.082	-2.562
1.96	11.38	7.044	-66.499	-6.46	2.809	10.379	20.66	-0.063	0.058	-0.026	-4.02	-2.552
1.97	11.315	7.071	-66.802	-6.499	2.785	10.314	20.688	-0.064	0.058	-0.025	-3.961	-2.541
1.98	11.25	7.096	-67.106	-6.537	2.761	10.249	20.716	-0.064	0.059	-0.025	-3.903	-2.528
1.99	11.185	7.12	-67.409	-6.574	2.735	10.184	20.744	-0.065	0.06	-0.025	-3.849	-2.514
2.0	11.119	7.143	-67.713	-6.61	2.709	10.118	20.771	-0.065	0.06	-0.025	-3.795	-2.498
2.01	11.053	7.166	-68.017	-6.645	2.682	10.052	20.798	-0.065	0.061	-0.025	-3.743	-2.482
2.02	10.987	7.188	-68.321	-6.68	2.655	9.986	20.825	-0.066	0.061	-0.025	-3.691	-2.465
2.03	10.92	7.21	-68.624	-6.714	2.628	9.919	20.852	-0.066	0.062	-0.024	-3.64	-2.447
2.04	10.853	7.232	-68.928	-6.748	2.6	9.852	20.878	-0.067	0.062	-0.024	-3.589	-2.428
2.05	10.786	7.257	-69.179	-6.783	2.579	9.785	20.904	-0.067	0.063	-0.024	-3.538	-2.416
2.06	10.718	7.282	-69.483	-6.82	2.552	9.717	20.93	-0.068	0.063	-0.024	-3.481	-2.399
2.07	10.65	7.308	-69.787	-6.857	2.525	9.649	20.955	-0.068	0.064	-0.024	-3.424	-2.382
2.08	10.581	7.33	-70.018	-6.889	2.505	9.58	20.98	-0.069	0.064	-0.024	-3.371	-2.371
2.09	10.512	7.355	-70.268	-6.923	2.483	9.511	21.005	-0.069	0.065	-0.024	-3.319	-2.358
2.1	10.443	7.377	-70.499	-6.954	2.463	9.442	21.03	-0.069	0.065	-0.023	-3.267	-2.346
2.11	10.373	7.403	-70.75	-6.989	2.441	9.372	21.055	-0.07	0.066	-0.023	-3.214	-2.333
2.12	10.303	7.425	-70.981	-7.02	2.42	9.302	21.079	-0.07	0.066	-0.023	-3.161	-2.321
2.13	10.233	7.444	-71.213	-7.048	2.397	9.232	21.103	-0.071	0.067	-0.023	-3.114	-2.306
2.14	10.163	7.468	-71.463	-7.08	2.374	9.162	21.127	-0.071	0.067	-0.023	-3.066	-2.29
2.15	10.092	7.489	-71.695	-7.11	2.352	9.091	21.151	-0.072	0.068	-0.023	-3.015	-2.276
2.16	10.021	7.507	-71.927	-7.137	2.329	9.02	21.175	-0.072	0.068	-0.023	-2.97	-2.26
2.17	9.95	7.53	-72.177	-7.168	2.305	8.949	21.198	-0.072	0.069	-0.022	-2.922	-2.242
2.18	9.878	7.55	-72.409	-7.197	2.282	8.877	21.221	-0.073	0.069	-0.022	-2.873	-2.227
2.19	9.806	7.568	-72.641	-7.223	2.258	8.805	21.244	-0.073	0.07	-0.022	-2.829	-2.209
2.2	9.734	7.584	-72.874	-7.248	2.233	8.733	21.267	-0.074	0.07	-0.022	-2.788	-2.19
2.21	9.661	7.605	-73.123	-7.278	2.208	8.66	21.289	-0.074	0.071	-0.022	-2.744	-2.17
2.22	9.588	7.624	-73.355	-7.305	2.184	8.587	21.311	-0.074	0.071	-0.022	-2.697	-2.152
2.23	9.515	7.642	-73.588	-7.33	2.159	8.514	21.333	-0.075	0.071	-0.021	-2.654	-2.133
2.24	9.442	7.66	-73.766	-7.355	2.141	8.441	21.355	-0.075	0.072	-0.021	-2.613	-2.121
2.25	9.368	7.679	-73.945	-7.379	2.124	8.367	21.376	-0.075	0.072	-0.021	-2.571	-2.108
2.26	9.294	7.698	-74.123	-7.405	2.106	8.293	21.397	-0.076	0.073	-0.021	-2.528	-2.096
2.27	9.22	7.718	-74.301	-7.43	2.088	8.219	21.418	-0.076	0.073	-0.021	-2.484	-2.084
2.28	9.146	7.739	-74.479	-7.457	2.071	8.145	21.439	-0.076	0.074	-0.021	-2.438	-2.072
2.29	9.071	7.761	-74.657	-7.484	2.053	8.07	21.46	-0.077	0.074	-0.021	-2.391	-2.06
2.3	8.996	7.776	-74.821	-7.505	2.036	7.995	21.481	-0.077	0.075	-0.02	-2.348	-2.048
2.31	8.921	7.793	-74.999	-7.527	2.017	7.92	21.501	-0.078	0.075	-0.02	-2.312	-2.033
2.32	8.846	7.811	-75.177	-7.551	1.998	7.845	21.521	-0.078	0.075	-0.02	-2.271	-2.019
2.33	8.77	7.83	-75.355	-7.576	1.98	7.769	21.541	-0.078	0.076	-0.02	-2.229	-2.004
2.34	8.694	7.85	-75.533	-7.601	1.961	7.693	21.561	-0.079	0.076	-0.02	-2.184	-1.991
2.35	8.618	7.864	-75.698	-7.62	1.943	7.617	21.581	-0.079	0.077	-0.02	-2.145	-1.977
