t_resolution                            - 0.01
accuracy                                - 3

u                                       - 150.0
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 10.0
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
1.18	120.364	136.174	44.971	96.241	96.339	119.363	119.363	-23.837	-16.853	-16.853	-11.485	-1.685
1.19	121.327	136.06	44.971	96.16	96.258	120.326	120.326	-23.797	-16.824	-16.824	-11.482	-1.682
1.2	122.289	135.946	44.971	96.08	96.178	121.288	121.288	-23.757	-16.796	-16.796	-11.48	-1.68
1.21	123.25	135.832	44.971	95.999	96.097	122.249	122.249	-23.717	-16.768	-16.768	-11.477	-1.677
1.22	124.21	135.719	44.971	95.918	96.016	123.209	123.209	-23.678	-16.74	-16.74	-11.474	-1.674
1.23	125.17	135.606	44.971	95.839	95.937	124.169	124.169	-23.638	-16.712	-16.712	-11.471	-1.671
1.24	126.129	135.493	44.971	95.759	95.857	125.128	125.128	-23.599	-16.684	-16.684	-11.468	-1.668
1.25	127.087	135.38	44.971	95.679	95.777	126.086	126.086	-23.56	-16.657	-16.657	-11.466	-1.666
1.26	128.044	135.267	44.971	95.599	95.697	127.043	127.043	-23.52	-16.629	-16.629	-11.463	-1.663
1.27	129.0	135.154	44.971	95.519	95.617	127.999	127.999	-23.481	-16.601	-16.601	-11.46	-1.66
1.28	129.956	135.041	44.971	95.439	95.537	128.955	128.955	-23.442	-16.573	-16.573	-11.457	-1.657
1.29	130.911	134.928	44.971	95.359	95.457	129.91	129.91	-23.403	-16.546	-16.546	-11.455	-1.655
1.3	131.865	134.815	44.971	95.28	95.378	130.864	130.864	-23.363	-16.518	-16.518	-11.452	-1.652
1.31	132.818	134.702	44.971	95.2	95.298	131.817	131.817	-23.324	-16.49	-16.49	-11.449	-1.649
1.32	133.77	134.589	44.97	95.12	95.218	132.769	132.769	-23.285	-16.463	-16.463	-11.446	-1.646
1.33	134.722	134.476	44.97	95.04	95.138	133.721	133.721	-23.246	-16.435	-16.435	-11.444	-1.644
1.34	135.673	134.363	44.97	94.96	95.058	134.672	134.672	-23.207	-16.407	-16.407	-11.441	-1.641
1.35	136.623	134.25	44.97	94.88	94.978	135.622	135.622	-23.168	-16.38	-16.38	-11.438	-1.638
1.36	137.572	134.137	44.97	94.8	94.898	136.571	136.571	-23.129	-16.352	-16.352	-11.435	-1.635
1.37	138.52	134.024	44.97	94.721	94.819	137.519	137.519	-23.09	-16.325	-16.325	-11.432	-1.632
1.38	139.468	133.911	44.97	94.641	94.739	138.467	138.467	-23.051	-16.297	-16.297	-11.43	-1.63
1.39	140.415	133.798	44.97	94.561	94.659	139.414	139.414	-23.013	-16.27	-16.27	-11.427	-1.627
1.4	141.361	133.686	44.97	94.481	94.579	140.36	140.36	-22.974	-16.242	-16.242	-11.424	-1.624
1.41	142.306	133.574	44.97	94.402	94.5	141.305	141.305	-22.935	-16.215	-16.215	-11.422	-1.622
1.42	143.25	133.462	44.97	94.323	94.421	142.249	142.249	-22.897	-16.188	-16.188	-11.419	-1.619
1.43	144.194	133.35	44.97	94.243	94.341	143.193	143.193	-22.859	-16.161	-16.161	-11.416	-1.616
1.44	145.137	133.238	44.97	94.164	94.262	144.136	144.136	-22.82	-16.134	-16.134	-11.413	-1.613
1.45	146.079	133.126	44.97	94.085	94.183	145.078	145.078	-22.782	-16.107	-16.107	-11.411	-1.611
1.46	147.02	133.014	44.97	94.006	94.104	146.019	146.019	-22.744	-16.08	-16.08	-11.408	-1.608
1.47	147.96	132.902	44.97	93.927	94.025	146.959	146.959	-22.705	-16.053	-16.053	-11.405	-1.605
1.48	148.9	132.79	44.97	93.848	93.946	147.899	147.899	-22.667	-16.026	-16.026	-11.403	-1.603
1.49	149.839	132.678	44.97	93.769	93.867	148.838	148.838	-22.629	-15.999	-15.999	-11.4	-1.6
1.5	150.777	132.566	44.97	93.689	93.787	149.776	149.776	-22.591	-15.972	-15.972	-11.397	-1.597
1.51	151.714	132.454	44.97	93.61	93.708	150.713	150.713	-22.553	-15.945	-15.945	-11.394	-1.594
1.52	152.65	132.342	44.97	93.531	93.629	151.649	151.649	-22.515	-15.918	-15.918	-11.392	-1.592
1.53	153.586	132.23	44.97	93.452	93.55	152.585	152.585	-22.476	-15.891	-15.891	-11.389	-1.589
1.54	154.521	132.118	44.97	93.373	93.471	153.52	153.52	-22.438	-15.864	-15.864	-11.386	-1.586
1.55	155.455	132.006	44.97	93.294	93.392	154.454	154.454	-22.4	-15.837	-15.837	-11.384	-1.584
1.56	156.388	131.894	44.97	93.214	93.312	155.387	155.387	-22.362	-15.81	-15.81	-11.381	-1.581
1.57	157.32	131.782	44.97	93.135	93.233	156.319	156.319	-22.325	-15.783	-15.783	-11.378	-1.578
1.58	158.252	131.671	44.97	93.056	93.154	157.251	157.251	-22.287	-15.757	-15.757	-11.376	-1.576
1.59	159.183	131.56	44.97	92.978	93.076	158.182	158.182	-22.249	-15.73	-15.73	-11.373	-1.573
1.6	160.113	131.449	44.97	92.899	92.997	159.112	159.112	-22.212	-15.704	-15.704	-11.37	-1.57
1.61	161.042	131.338	44.97	92.821	92.919	160.041	160.041	-22.174	-15.677	-15.677	-11.368	-1.568
1.62	161.971	131.227	44.97	92.742	92.84	160.97	160.97	-22.137	-15.651	-15.651	-11.365	-1.565
1.63	162.899	131.116	44.97	92.664	92.762	161.898	161.898	-22.099	-15.624	-15.624	-11.362	-1.562
1.64	163.826	131.005	44.97	92.585	92.683	162.825	162.825	-22.062	-15.598	-15.598	-11.36	-1.56
1.65	164.752	130.894	44.97	92.507	92.605	163.751	163.751	-22.025	-15.571	-15.571	-11.357	-1.557
1.66	165.677	130.783	44.97	92.429	92.527	164.676	164.676	-21.987	-15.545	-15.545	-11.355	-1.555
1.67	166.602	130.672	44.97	92.35	92.448	165.601	165.601	-21.95	-15.519	-15.519	-11.352	-1.552
1.68	167.526	130.561	44.97	92.272	92.37	166.525	166.525	-21.913	-15.492	-15.492	-11.349	-1.549
1.69	168.449	130.45	44.97	92.193	92.291	167.448	167.448	-21.876	-15.466	-15.466	-11.347	-1.547
1.7	169.371	130.339	44.97	92.115	92.213	168.37	168.37	-21.838	-15.44	-15.44	-11.344	-1.544
1.71	170.292	130.228	44.97	92.036	92.134	169.291	169.291	-21.801	-15.413	-15.413	-11.341	-1.541
1.72	171.213	130.117	44.969	91.958	92.056	170.212	170.212	-21.764	-15.387	-15.387	-11.339	-1.539
1.73	172.133	130.006	44.969	91.879	91.977	171.132	171.132	-21.727	-15.361	-15.361	-11.336	-1.536
1.74	173.052	129.895	44.969	91.801	91.899	172.051	172.051	-21.69	-15.335	-15.335	-11.333	-1.533
1.75	173.97	129.784	44.969	91.722	91.82	172.969	172.969	-21.653	-15.309	-15.309	-11.331	-1.531
1.76	174.888	129.674	44.969	91.644	91.742	173.887	173.887	-21.616	-15.282	-15.282	-11.328	-1.528
1.77	175.805	129.564	44.969	91.566	91.664	174.804	174.804	-21.579	-15.257	-15.257	-11.326	-1.526
1.78	176.721	129.454	44.969	91.489	91.587	175.72	175.72	-21.543	-15.231	-15.231	-11.323	-1.523
1.79	177.636	129.344	44.969	91.411	91.509	176.635	176.635	-21.506	-15.205	-15.205	-11.32	-1.52
1.8	178.55	129.234	44.969	91.333	91.431	177.549	177.549	-21.47	-15.179	-15.179	-11.318	-1.518
1.81	179.464	129.124	44.969	91.255	91.353	178.463	178.463	-21.433	-15.153	-15.153	-11.315	-1.515
1.82	180.377	129.014	44.969	91.178	91.276	179.376	179.376	-21.397	-15.127	-15.127	-11.313	-1.513
1.83	181.289	128.904	44.969	91.1	91.198	180.288	180.288	-21.36	-15.102	-15.102	-11.31	-1.51
1.84	182.2	128.794	44.969	91.022	91.12	181.199	181.199	-21.324	-15.076	-15.076	-11.308	-1.508
1.85	183.111	128.684	44.969	90.944	91.042	182.11	182.11	-21.287	-15.05	-15.05	-11.305	-1.505
1.86	184.021	128.574	44.969	90.867	90.965	183.02	183.02	-21.251	-15.025	-15.025	-11.302	-1.502
1.87	184.93	128.464	44.969	90.789	90.887	183.929	183.929	-21.215	-14.999	-14.999	-11.3	-1.5
1.88	185.838	128.354	44.969	90.711	90.809	184.837	184.837	-21.179	-14.973	-14.973	-11.297	-1.497
1.89	186.745	128.244	44.969	90.633	90.731	185.744	185.744	-21.142	-14.948	-14.948	-11.295	-1.495
1.9	187.652	128.134	44.969	90.556	90.654	186.651	186.651	-21.106	-14.922	-14.922	-11.292	-1.492
1.91	188.558	128.024	44.969	90.478	90.576	187.557	187.557	-21.07	-14.896	-14.896	-11.29	-1.49
1.92	189.463	127.914	44.969	90.4	90.498	188.462	188.462	-21.034	-14.871	-14.871	-11.287	-1.487
1.93	190.367	127.804	44.969	90.322	90.42	189.366	189.366	-20.998	-14.845	-14.845	-11.285	-1.485
1.94	191.271	127.694	44.969	90.245	90.343	190.27	190.27	-20.961	-14.82	-14.82	-11.282	-1.482
1.95	192.174	127.585	44.969	90.167	90.265	191.173	191.173	-20.925	-14.794	-14.794	-11.279	-1.479
1.96	193.076	127.476	44.969	90.09	90.188	192.075	192.075	-20.89	-14.769	-14.769	-11.277	-1.477
1.97	193.977	127.367	44.969	90.013	90.111	192.976	192.976	-20.854	-14.744	-14.744	-11.274	-1.474
1.98	194.877	127.258	44.969	89.936	90.034	193.876	193.876	-20.818	-14.719	-14.719	-11.272	-1.472
1.99	195.777	127.149	44.969	89.859	89.957	194.776	194.776	-20.783	-14.693	-14.693	-11.269	-1.469
2.0	196.676	127.04	44.969	89.782	89.88	195.675	195.675	-20.747	-14.668	-14.668	-11.267	-1.467
2.01	197.574	126.931	44.969	89.705	89.803	196.573	196.573	-20.712	-14.643	-14.643	-11.264	-1.464
2.02	198.471	126.822	44.969	89.628	89.726	197.47	197.47	-20.676	-14.618	-14.618	-11.262	-1.462
2.03	199.368	126.713	44.969	89.551	89.649	198.367	198.367	-20.641	-14.593	-14.593	-11.259	-1.459
2.04	200.264	126.604	44.969	89.474	89.572	199.263	199.263	-20.605	-14.568	-14.568	-11.257	-1.457
2.05	201.159	126.495	44.969	89.396	89.494	200.158	200.158	-20.57	-14.543	-14.543	-11.254	-1.454
2.06	202.053	126.386	44.969	89.319	89.417	201.052	201.052	-20.534	-14.518	-14.518	-11.252	-1.452
2.07	202.947	126.277	44.969	89.242	89.34	201.946	201.946	-20.499	-14.493	-14.493	-11.249	-1.449
2.08	203.84	126.168	44.969	89.165	89.263	202.839	202.839	-20.464	-14.468	-14.468	-11.247	-1.447
2.09	204.732	126.059	44.969	89.088	89.186	203.731	203.731	-20.428	-14.443	-14.443	-11.244	-1.444
2.1	205.623	125.95	44.968	89.011	89.109	204.622	204.622	-20.393	-14.418	-14.418	-11.242	-1.442
2.11	206.513	125.93	44.928	88.934	89.158	205.512	205.514	-20.358	-14.393	-14.413	-11.239	-1.441
2.12	207.402	125.822	44.887	88.794	89.144	206.401	206.406	-20.351	-14.368	-14.409	-11.237	-1.441
2.13	208.29	125.714	44.887	88.718	89.068	207.289	207.297	-20.316	-14.343	-14.384	-11.234	-1.438
2.14	209.178	125.606	44.887	88.642	88.991	208.177	208.187	-20.281	-14.319	-14.359	-11.232	-1.436
2.15	210.065	125.498	44.887	88.566	88.915	209.064	209.076	-20.247	-14.294	-14.335	-11.229	-1.433
2.16	210.951	125.39	44.887	88.489	88.838	209.95	209.965	-20.212	-14.27	-14.31	-11.227	-1.431
2.17	211.836	125.282	44.887	88.413	88.762	210.835	210.853	-20.177	-14.245	-14.285	-11.225	-1.429
2.18	212.72	125.174	44.887	88.337	88.685	211.719	211.74	-20.142	-14.22	-14.261	-11.222	-1.426
2.19	213.604	125.066	44.887	88.261	88.609	212.603	212.626	-20.108	-14.196	-14.236	-11.22	-1.424
2.2	214.487	124.958	44.887	88.184	88.533	213.486	213.511	-20.073	-14.171	-14.212	-11.217	-1.421
2.21	215.369	124.85	44.887	88.108	88.456	214.368	214.396	-20.038	-14.147	-14.187	-11.215	-1.419
2.22	216.25	124.742	44.887	88.032	88.38	215.249	215.28	-20.004	-14.123	-14.163	-11.212	-1.416
2.23	217.131	124.634	44.887	87.956	88.303	216.13	216.163	-19.969	-14.098	-14.138	-11.21	-1.414
2.24	218.011	124.526	44.887	87.88	88.227	217.01	217.045	-19.935	-14.074	-14.114	-11.207	-1.411
2.25	218.89	124.418	44.887	87.803	88.15	217.889	217.927	-19.9	-14.049	-14.089	-11.205	-1.409
2.26	219.768	124.31	44.887	87.727	88.074	218.767	218.808	-19.865	-14.025	-14.065	-11.203	-1.406
2.27	220.646	124.202	44.887	87.651	87.997	219.645	219.688	-19.831	-14.001	-14.04	-11.2	-1.404
2.28	221.523	124.094	44.887	87.575	87.921	220.522	220.567	-19.797	-13.976	-14.016	-11.198	-1.402
2.29	222.399	123.986	44.887	87.498	87.845	221.398	221.446	-19.762	-13.952	-13.992	-11.195	-1.399
2.3	223.274	123.878	44.887	87.422	87.768	222.273	222.324	-19.728	-13.928	-13.967	-11.193	-1.397
2.31	224.149	123.771	44.887	87.346	87.692	223.148	223.201	-19.693	-13.904	-13.943	-11.19	-1.394
2.32	225.023	123.664	44.887	87.27	87.616	224.022	224.077	-19.659	-13.88	-13.919	-11.188	-1.392
2.33	225.896	123.557	44.887	87.195	87.54	224.895	224.953	-19.625	-13.856	-13.895	-11.186	-1.389
2.34	226.768	123.45	44.887	87.119	87.464	225.767	225.828	-19.591	-13.832	-13.871	-11.183	-1.387
2.35	227.64	123.343	44.887	87.044	87.389	226.639	226.702	-19.558	-13.808	-13.847	-11.181	-1.385
2.36	228.511	123.236	44.887	86.968	87.313	227.51	227.575	-19.524	-13.784	-13.823	-11.178	-1.382
2.37	229.381	123.129	44.887	86.893	87.237	228.38	228.448	-19.49	-13.76	-13.799	-11.176	-1.38
2.38	230.25	123.022	44.887	86.817	87.162	229.249	229.32	-19.456	-13.736	-13.775	-11.174	-1.377
